participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
16,1.0,0.0,,0.18395042419433594,2.243650436401367,-0.0010968944674070288,-0.013170955702662468,-0.013170955702662468,-0.0026374459266662598,27,4,38,21.5,2,13.0,12.315407877200087,62.20381688684019
22,0.0,0.0,,0.04264974594116211,12.904499053955078,-0.006963001811543131,-0.4738267958164215,-0.4738267958164215,-0.4651811718940735,5,2,35,33.5,3,15.666666666666666,18.80854034996457,91.33786918101252
3,1.0,0.0,,0.34130001068115234,0.0,0.000621681248822451,0.19904549419879913,0.19904549419879913,0.18715012073516846,51,4,40,23.0,1,16.0,33.87404296729199,170.5525096984967
12,1.0,0.0,,0.3043501377105713,1.3848977088928223,0.003230797263526194,0.08058091253042221,0.08058091253042221,0.08705013990402222,94,7,24,13.428571428571429,1,7.0,26.079376366475735,64.54091641451217
5,0.0,0.0,,0.02270030975341797,8.340099096298218,-0.0060860628269168516,-0.516525149345398,-0.516525149345398,-0.480206161737442,3,5,35,17.2,2,8.5,22.608285326911705,67.98269249711214
9,0.0,0.0,,0.4539499282836914,0.08027800559997544,0.00020499659184133735,0.23392437665890425,0.23392437665890425,0.20650989200757897,70,4,49,19.75,1,29.0,4.003526414788191,22.682745903481944
21,1.0,0.0,,0.1439499855041504,21.013057827949524,-0.005858767517173231,-0.3375288248062134,-0.3375288248062134,-0.30958769173403977,13,3,30,18.666666666666668,2,28.5,5.456481880770622,85.79417671873547
5,0.0,0.0,,0.1761002540588379,6.553387641906738,0.0008799958760360821,-0.07282072305679321,-0.07282072305679321,-0.11337482929229736,106,4,26,14.75,1,44.0,43.98780293465597,238.7064728472143
7,0.0,0.0,,0.1365504264831543,0.21289968490600586,-0.0013007717828290846,0.0023918519727885723,0.0023918519727885723,0.0025565028190612793,47,2,56,46.5,1,18.0,18.160146356985294,41.381341401152476
24,0.0,0.0,,0.8428502082824707,0.3322499990463257,0.007959915759185466,0.26836817081157976,0.26836817081157976,0.2565223340477263,115,2,62,35.0,2,22.0,19.95412610866169,129.10713649853753
12,1.0,0.0,,0.032399892807006836,5.173050165176392,-0.014268657595650616,-0.5881685426092556,-0.5881685426092556,-0.6780022548304664,1,5,28,15.4,2,7.5,20.983002696926295,62.63065645985368
3,1.0,0.0,,0.6254000663757324,0.0,0.0026324781771053037,0.49993470311164856,0.49993470311164856,0.4425562620162964,89,0,0,0.0,1,116.0,9.584817147063026,30.730112118225726
15,0.0,0.0,,0.46900010108947754,3.1916496753692627,0.004662419409133704,0.12217862330950223,0.12217862330950223,0.15567310346180901,107,5,15,9.4,2,27.5,19.11794459872084,158.6682689673874
12,1.0,0.0,,0.15980005264282227,0.40964972972869873,0.0008171188072794608,0.014654993501483873,0.014654993501483873,0.03225159012024703,36,4,33,21.25,2,12.5,12.278401036889399,57.761169801384916
26,0.0,0.0,,0.0,9.955599129199982,-0.0027000648402320704,-0.21711920316402727,-0.21711920316402727,-0.18850832581520083,0,5,30,16.6,2,11.5,11.968995667140906,68.5107700304675
18,1.0,0.0,,0.19259977340698242,0.17785120010375977,0.0011128212350913567,0.04638449847698212,0.04638449847698212,0.05293738842010498,108,1,33,33.0,1,82.0,38.07132977379384,172.99407570352233
15,0.0,0.0,,0.3754000663757324,18.62389826774597,-0.012897311477259248,-0.4063875675201416,-0.4063875675201416,-0.4017374515533447,12,5,32,14.4,4,9.0,15.868441390651258,89.73230715656547
25,0.0,0.0,,0.0,4.554450035095215,-0.014702676740465848,-0.6560607185730567,-0.6560607185730567,-0.697168173144261,0,3,11,9.666666666666666,2,40.0,31.20642064365952,292.90619812379606
14,0.0,0.0,,0.6751000881195068,0.24389982223510742,0.005251702503222697,0.2569798231124878,0.2569798231124878,0.25458118319511414,112,5,24,16.2,2,13.0,5.984370495659272,15.060443847038515
7,1.0,0.0,,0.3756999969482422,2.3400626182556152,0.0026560496064849106,0.07106509804725647,0.07106509804725647,0.054331064224243164,99,2,60,40.5,1,33.0,17.64890121403371,39.21567454076938
9,0.0,0.0,,0.24040007591247559,6.868050813674927,0.0026209488189297783,-0.07329403609037399,-0.07329403609037399,-0.031056225299835205,112,2,37,36.5,2,20.5,21.85810050904644,161.62624238011082
18,1.0,0.0,,0.2250995635986328,0.7760601043701172,-0.0005845412515715348,0.0389283113181591,0.0389283113181591,0.019712090492248535,22,4,31,26.75,0,0.0,0.0,0.0
21,1.0,0.0,,0.03429985046386719,3.936947822570801,-0.004055412114805409,-0.21831010282039642,-0.21831010282039642,-0.19721853733062744,7,6,27,16.0,1,7.0,5.355454736412322,28.370119889867077
5,0.0,0.0,,0.9004998207092285,1.9124526977539062,0.008405971606418835,0.2559148669242859,0.2559148669242859,0.24333739280700684,116,5,20,14.8,3,11.666666666666666,26.681717766746516,89.15745515844564
17,1.0,0.0,,0.0,10.245643615722656,-0.00010386214173180089,-0.13270416855812073,-0.13270416855812073,-0.12574365735054016,0,3,46,33.0,1,14.0,28.808282117451228,97.04382440512403
14,0.0,0.0,,0.24090003967285156,0.05585002899169922,-7.840407604090676e-05,0.08163744956254959,0.08163744956254959,0.08293765783309937,50,2,39,23.5,1,67.0,5.654148832830728,14.061947909220025
19,1.0,0.0,,0.32845020294189453,0.0,0.002515957823518415,0.2086336463689804,0.2086336463689804,0.19341892004013062,116,1,19,19.0,1,96.0,3.4778268248378947,16.701916536734114
9,0.0,0.0,,0.04629993438720703,0.06564998626708984,2.6173371449330616e-05,0.0051860930398106575,0.0051860930398106575,0.005987644195556641,25,1,20,20.0,1,95.0,1.3088947316908703,9.980768721975286
6,0.0,0.0,,0.03565025329589844,29.485301733016968,-0.017567710405623074,-0.9129514098167419,-0.9129514098167419,-0.8912374377250671,25,4,35,23.5,1,18.0,46.9320126086301,223.59718245598054
13,1.0,0.0,,0.19794964790344238,10.963578820228577,-0.0002952890295075477,-0.13269657355088454,-0.13269657355088454,-0.1054348275065422,72,4,20,13.5,2,26.5,19.340293307491518,177.13207749745692
12,1.0,0.0,,0.030550003051757812,4.632099986076355,-0.023161348828211244,-0.6649679297055955,-0.6649679297055955,-0.7306420030174674,62,4,32,24.75,1,11.0,1.3197944701049895,13.197944701049657
14,0.0,0.0,,0.0025000572204589844,8.809150218963623,-0.0016858548144344932,-0.15879404544830322,-0.15879404544830322,-0.1407812237739563,2,3,40,30.333333333333332,2,11.0,18.136771862397655,56.08066459912117
4,0.0,0.0,,0.33515024185180664,1.1127984523773193,0.0012808602853331492,0.07366638630628586,0.07366638630628586,0.06189391016960144,66,4,12,9.0,2,38.0,34.55619442379756,145.9653864525792
4,0.0,0.0,,0.5350494384765625,0.12205076217651367,0.0032573379079902797,0.33546462655067444,0.33546462655067444,0.31627488136291504,115,1,64,64.0,1,51.0,18.8206690277563,88.96651674569341
18,1.0,0.0,,0.039299964904785156,12.908649921417236,-0.010987115512995903,-1.1728018522262573,-1.1728018522262573,-1.129368782043457,1,5,18,12.2,3,15.0,22.303961760150283,119.71682263484901
22,0.0,0.0,,0.28274989128112793,4.403900623321533,0.00422623297953413,-0.00781368836760521,-0.00781368836760521,-0.0017375051975250244,89,4,38,24.25,2,7.5,12.195496662188491,60.20472900690956
18,1.0,0.0,,0.7201004028320312,1.5478432178497314,0.007609912427655173,0.15942083299160004,0.15942083299160004,0.1840190291404724,112,5,16,10.2,2,29.5,29.75464219182939,176.5988244685066
2,0.0,0.0,,0.38590002059936523,1.2198842465877533,0.0034911981314649813,0.17143000955255622,0.17143000955255622,0.15222695097327232,42,2,21,14.0,1,84.0,20.53491571253486,263.88120142745527
3,0.0,0.0,,0.3452503053765543,0.48124939516970944,0.001331966806075115,0.11681595215430626,0.11681595215430626,0.11543142168145426,47,5,30,13.8,3,14.0,18.52705681380278,154.33372754200465
8,1.0,0.0,,0.4365501403808594,0.06979990005493164,0.0015714008701293227,0.123900939256717,0.123900939256717,0.12841742885740182,83,2,51,30.5,1,50.0,10.294657166274192,233.64149375737236
4,0.0,0.0,,0.1477499008178711,0.8655493259429932,-0.0008761633069346336,-0.080092653632164,-0.080092653632164,-0.07979992032051086,80,4,37,17.0,3,14.666666666666666,20.52012699637822,91.1171934763001
8,1.0,0.0,,0.12720036506652832,11.868897676467896,-0.0024353216527243605,-0.15464997291564941,-0.15464997291564941,-0.14951246976852417,17,5,51,22.4,0,0.0,0.0,0.0
7,0.0,0.0,,0.4266500473022461,0.0,0.002399446084285019,0.24169905483722687,0.24169905483722687,0.21833747625350952,63,2,62,47.5,1,16.0,20.32115535920332,45.28773147867921
7,1.0,0.0,,0.11170005798339844,0.18435049057006836,-0.00018347612176409307,0.0031075028236955404,0.0031075028236955404,-0.006362736225128174,71,1,81,81.0,1,34.0,4.79158817210554,11.229015918633534
15,1.0,0.0,,0.18650054931640625,0.6948966979980469,0.00034345859700861083,0.048016902059316635,0.048016902059316635,0.03326898813247681,82,4,24,19.25,1,31.0,3.44742958824406,25.685319443952462
15,0.0,0.0,,0.06964993476867676,2.3617501258850098,-0.010687224526852591,-0.5020931959152222,-0.5020931959152222,-0.49158135056495667,4,5,33,17.8,1,17.0,23.956385707919097,287.8324600829558
9,1.0,0.0,,0.03569984436035156,3.140648365020752,-0.0019087616493962435,-0.25370487570762634,-0.25370487570762634,-0.24281221628189087,2,6,17,12.333333333333334,1,30.0,15.558929818300657,60.088447044501876
2,0.0,0.0,,0.23199987411499023,0.7401001453399658,-0.00012043246075415627,0.06837561701098059,0.06837561701098059,0.07821710620607647,91,6,19,9.833333333333334,2,26.0,20.253972487832087,92.05303840515664
25,0.0,0.0,,0.25950026512145996,2.101250171661377,-0.0043412783367819735,-0.1948782056570053,-0.1948782056570053,-0.22110632061958313,27,3,18,13.0,3,24.666666666666668,16.32012342472711,127.15180097361979
4,0.0,0.0,,0.0051500797271728516,5.51324987411499,-0.03891153749335372,-1.329449415206909,-1.329449415206909,-1.3317830518764608,15,1,11,11.0,1,103.0,15.771350898889755,409.9309826255292
14,0.0,0.0,,0.21215057373046875,1.988349437713623,-0.023274890034392662,-1.0334759950637817,-1.0334759950637817,-1.0032120943069458,20,3,39,30.0,1,19.0,14.172702133537248,33.41177552527428
14,0.0,0.0,,0.3090999126434326,1.0879485607147217,0.002550788629160246,0.07962545370444274,0.07962545370444274,0.07147854741881876,93,3,53,32.0,1,17.0,2.2744782533258543,17.074382315901186
22,0.0,0.0,,0.014300107955932617,1.074399471282959,-0.0008403432958945594,-0.05884139984846115,-0.05884139984846115,-0.06187489628791809,9,1,108,108.0,1,7.0,13.611763853346682,68.51688361159128
15,0.0,0.0,,0.7210502624511719,0.1829991340637207,0.006005176048465744,0.36438772082328796,0.36438772082328796,0.34356263279914856,116,5,27,13.4,2,18.0,19.801320626691783,129.65934969023562
24,1.0,0.0,,0.0,2.600099802017212,-0.0008087858463241564,-0.14158932864665985,-0.14158932864665985,-0.12807506322860718,0,4,26,21.75,2,11.0,33.51737863435109,155.20812725420424
24,1.0,0.0,,0.14790010452270508,2.7886500358581543,-0.0017604024076999878,-0.036079954355955124,-0.036079954355955124,-0.03755006194114685,11,4,24,15.5,3,16.0,28.175835868378158,188.5725795584706
19,1.0,0.0,,0.34385013580322266,0.888700008392334,-0.009266452931223737,-0.23839528858661652,-0.23839528858661652,-0.2279248833656311,25,4,17,14.0,2,28.0,20.793178523070242,200.10141721776424
17,1.0,0.0,,0.46885013580322266,2.8390982151031494,0.0036017666094706412,0.058236390352249146,0.058236390352249146,0.06934386491775513,114,3,66,33.333333333333336,1,9.0,24.415987997990733,172.56735748438186
14,0.0,0.0,,0.10045027732849121,6.616499900817871,-0.017734717962065816,-0.34223237913897914,-0.34223237913897914,-0.5256454554887918,100,1,107,107.0,1,8.0,7.814971582437962,54.704801077065554
3,1.0,0.0,,0.1638500690460205,4.454847842832154,-0.0012206610143528553,-0.11359439140711075,-0.11359439140711075,-0.11099203141841296,113,3,28,16.666666666666668,3,21.0,10.286870542764712,57.483838105053074
16,1.0,0.0,,0.21420049667358398,2.7517385482788086,0.001778721725423164,0.021230505779385567,0.021230505779385567,0.038831353187561035,113,2,63,45.0,1,21.0,18.390821360376982,56.24869928372714
14,0.0,0.0,,0.05124998092651367,1.8869495391845703,-0.004590856460685395,-0.3349370062351227,-0.3349370062351227,-0.3129311203956604,10,5,65,20.4,1,9.0,23.970812278869065,95.59352648666595
21,1.0,0.0,,0.5286502838134766,0.615147590637207,0.0054323683252517395,0.27159765362739563,0.27159765362739563,0.2507314085960388,115,5,34,18.4,1,7.0,22.639288769577465,57.20402801460492
2,0.0,0.0,,0.31484997272491455,1.530800223350525,0.0019778565757433155,0.09313865400787093,0.09313865400787093,0.08528307606192193,71,4,30,21.75,1,24.0,2.770055452758417,63.71127541344309
4,0.0,0.0,,0.03900003433227539,12.699185132980347,-0.0005860846875377714,-0.16218139231204987,-0.16218139231204987,-0.17384982109069824,97,6,42,14.666666666666666,1,15.0,18.078156430836145,64.02930901353939
9,1.0,0.0,,0.6602497100830078,0.0,0.003065593518225971,0.3187338411808014,0.3187338411808014,0.30228757858276367,115,2,85,53.0,1,8.0,29.309335868606905,127.61705304745323
23,0.0,0.0,,0.0,11.231248140335083,-0.005206705367013673,-0.7499784827232361,-0.7499784827232361,-0.6880624294281006,0,1,42,42.0,2,36.5,31.4266771895989,237.46795312078666
13,0.0,0.0,,0.4701499938964844,0.5025496482849121,0.0008414257799848939,0.1472788967637934,0.1472788967637934,0.12689754112153984,65,3,40,25.333333333333332,2,16.0,15.553540964123899,77.8136436618334
19,1.0,0.0,,0.015450000762939453,6.381750106811523,-0.010823571450985878,-0.4582778877682156,-0.4582778877682156,-0.5102015376091004,4,3,59,34.666666666666664,0,0.0,0.0,0.0
7,0.0,0.0,,0.0494999885559082,11.879707336425781,0.0015196157210283622,-0.18984967470169067,-0.18984967470169067,-0.18003761768341064,108,2,65,54.0,1,6.0,23.791950481523703,85.01647836127714
14,0.0,0.0,,0.5138499736785889,0.9848494529724121,0.00513738686675161,0.14564150928432107,0.14564150928432107,0.16760169091549781,110,1,22,22.0,2,46.5,7.341881152252398,106.02874168036388
26,0.0,0.0,,0.26454973220825195,0.8633027076721191,-0.00020386324519225285,0.07038703560829163,0.07038703560829163,0.08283734321594238,64,3,19,15.0,2,34.0,33.48195399861972,163.31142908884817
6,0.0,0.0,,0.2615499496459961,1.5367112536179395,0.0016048738042100856,0.051627857053381764,0.051627857053381764,0.06027408022629588,84,5,27,18.0,1,15.0,4.159626457697714,58.23477040776759
22,0.0,0.0,,0.10745000839233398,4.11194908618927,-0.004465521806636515,-0.11441701141178098,-0.11441701141178098,-0.12620732263356704,34,3,39,28.0,1,27.0,2.5846710248028812,36.82755671097299
4,0.0,0.0,,0.333050012588501,0.8587989807128906,-0.0021862979630463976,0.09916459769010544,0.09916459769010544,0.0847938060760498,38,3,42,18.666666666666668,4,14.25,17.24662326683644,92.21760943383441
4,0.0,0.0,,0.2334001064300537,3.4068002700805664,0.0015667121566042782,-0.011639305390417576,-0.011639305390417576,-0.007724970579147339,97,5,21,15.2,2,15.0,28.589354136781438,90.96570211143452
25,0.0,0.0,,0.3882802880328633,1.2875006198883057,0.0019519858330349301,0.0724894898569482,0.0724894898569482,0.07242254669899528,111,3,36,22.666666666666668,3,15.0,13.229996845802154,74.47398730508668
12,1.0,0.0,,0.15430009365081787,4.508349895477295,-0.019074765384098084,-0.42437168726554286,-0.42437168726554286,-0.4745219493454153,68,4,46,26.25,0,0.0,0.0,0.0
17,1.0,0.0,,0.013450026512145996,2.377450108528137,-0.013095455032012435,-0.5038022001584371,-0.5038022001584371,-0.5391715324300825,2,6,26,15.0,1,11.0,7.498480078711352,74.98480078711337
24,0.0,0.0,,0.2890501022338867,0.5826475620269775,0.0016198120105182434,0.10344847291707993,0.10344847291707993,0.09452518820762634,72,5,16,9.8,6,10.333333333333334,17.619702839642425,86.3847383794107
22,0.0,0.0,,0.015799522399902344,1.500868320465088,0.0002141515415706554,-0.018080197274684906,-0.018080197274684906,-0.01623135805130005,105,0,0,0.0,1,116.0,0.2933146357536316,2.050613190258833
17,1.0,0.0,,0.06585025787353516,10.742493152618408,-0.0020844122759275333,-0.15528364479541779,-0.15528364479541779,-0.15809372067451477,8,2,35,30.5,1,53.0,19.009510958961766,41.014823034257255
6,0.0,0.0,,0.2814497947692871,1.153617349792928,0.0004899696874018993,-0.010214942133324762,-0.010214942133324762,-0.005579406724256608,115,3,41,33.333333333333336,1,9.0,2.4439939392325836,19.55195151386048
5,0.0,0.0,,0.6671998500823975,0.46865177154541016,0.0019266271468277457,0.13339349627494812,0.13339349627494812,0.12209370732307434,79,6,23,14.166666666666666,3,6.666666666666667,17.375806938284388,76.53223115627982
6,0.0,0.0,,0.48084986209869385,0.0073500871658325195,0.0029365080325825374,0.2631227430115398,0.2631227430115398,0.2580185830593109,112,4,22,15.25,3,15.333333333333334,8.65336985124843,72.50244044197274
3,0.0,0.0,,0.3224501609802246,0.0,0.0011430182456470003,0.12258560955524445,0.12258560955524445,0.09389370679855347,75,8,20,11.875,1,9.0,17.132690111191515,97.1943499037823
1,1.0,0.0,,0.32520008087158203,2.8911492824554443,0.000919102023546773,0.05282098615271413,0.05282098615271413,0.07477376649254242,82,5,18,10.2,3,18.666666666666668,6.590269519505852,63.245551825988535
3,0.0,0.0,,0.18435001373291016,8.123553951581318,0.0016392073259605792,-0.1247077670871702,-0.1247077670871702,-0.1291500528653462,95,3,12,10.666666666666666,3,27.0,24.299892100862937,219.63210663089538
1,1.0,0.0,,0.2535998821258545,1.3487001657485962,-0.0059371440345479375,-0.26086333164801967,-0.26086333164801967,-0.25518135726451874,14,3,9,7.666666666666667,3,29.0,9.861716413654486,68.78589877102637
26,0.0,0.0,,0.03380012512207031,5.692795276641846,-0.003165717643300808,-0.17761553823947906,-0.17761553823947906,-0.17209970951080322,11,2,53,45.5,2,11.5,14.40281938616595,64.31347446959019
19,1.0,0.0,,0.005050182342529297,3.330784320831299,-4.216265125672255e-05,-0.02872806042432785,-0.02872806042432785,-0.030062317848205566,101,0,0,0.0,1,116.0,5.235187759658249,21.5828576363854
2,1.0,0.0,,0.16450023651123047,1.6400985717773438,0.0018534663626458424,0.009114241227507591,0.009114241227507591,0.0016626715660095215,104,1,14,14.0,1,101.0,15.457203558852411,37.97728092352378
17,1.0,0.0,,0.12285017967224121,0.09885048866271973,0.00036604845993139636,0.04452136904001236,0.04452136904001236,0.0360812246799469,70,2,46,33.0,1,48.0,28.808282117451228,97.04382440512403
23,0.0,0.0,,0.4756002426147461,0.016249656677246094,0.001833125533775212,0.2305612862110138,0.2305612862110138,0.21971893310546875,69,3,35,18.666666666666668,2,28.5,26.21225325309834,185.69208569091188
22,0.0,0.0,,0.03834998607635498,0.6696499586105347,-0.002021083106802262,-0.15436774288487232,-0.15436774288487232,-0.12700594159273,15,7,24,12.0,2,7.5,8.957981911355368,22.658786995907967
23,0.0,0.0,,0.06489944458007812,0.8539543151855469,-0.00030422582278910284,0.002573816105723381,0.002573816105723381,0.001524806022644043,16,1,40,40.0,1,75.0,5.204740625407418,25.907001351020345
7,1.0,0.0,,0.136199951171875,0.4792032241821289,-0.00046816759567261883,0.023713380098342896,0.023713380098342896,0.02627462148666382,59,2,69,53.5,1,7.0,18.584458286985136,50.356134271932596
26,0.0,0.0,,0.2277998924255371,1.287900447845459,-0.001561347783236218,-0.009919303469359875,-0.009919303469359875,0.00013113021850585938,64,4,29,13.75,1,44.0,27.674425755771498,152.67215133195845
24,0.0,0.0,,0.13904976844787598,0.062250375747680664,0.0005313678505155251,0.08254556357860565,0.08254556357860565,0.07990607619285583,45,1,9,9.0,1,106.0,22.191659291142845,58.58945766599369
17,1.0,0.0,,0.16984987258911133,0.5256514549255371,0.0011023458739715757,0.05510926619172096,0.05510926619172096,0.03085613250732422,74,6,24,16.666666666666668,1,7.0,2.7767996331548117,14.00200803346599
7,1.0,0.0,,0.023999929428100586,6.135800123214722,-0.059265734015428305,-2.2130667480648074,-2.2130667480648074,-2.1892317366868426,7,3,41,29.0,2,11.0,1.172301732938314,11.723017329382923
13,1.0,0.0,,0.0,3.1909499168395996,-0.02754603151715635,-1.579133668516436,-1.579133668516436,-1.5265537520934795,0,0,0,0.0,1,116.0,5.073430506998872,28.381324610678227
17,1.0,0.0,,0.16430020332336426,0.0,3.447290622989186e-05,0.08631712198257446,0.08631712198257446,0.07674381136894226,62,2,46,29.0,1,56.0,28.808282117451228,97.04382440512403
14,0.0,0.0,,0.091400146484375,6.918349266052246,-0.006559928744179658,-0.2983922064304352,-0.2983922064304352,-0.29009366035461426,19,7,22,11.0,2,14.5,19.899315759833847,80.40005142082862
1,1.0,0.0,,0.432650089263916,0.2095489501953125,0.003928560264446886,0.16126292943954468,0.16126292943954468,0.1576312780380249,113,2,68,55.5,0,0.0,0.0,0.0
5,0.0,0.0,,0.4565999507904053,0.2258005142211914,0.004064237332379428,0.25526834960676664,0.25526834960676664,0.2478869103425796,75,1,60,60.0,1,55.0,4.061742450745199,18.655598935890676
6,0.0,0.0,,0.6416001319885254,0.0350499153137207,0.002779258210580173,0.2713838815689087,0.2713838815689087,0.2724751830101013,80,5,40,18.8,1,14.0,26.362185169933984,103.60973784743523
25,0.0,0.0,,0.5615501403808594,0.46425044536590576,0.0038745845364946204,0.172342075751378,0.172342075751378,0.19659702667723533,112,3,15,10.0,2,41.5,34.32879140271852,286.1355386606128
21,0.0,0.0,,0.25240039825439453,3.1197938919067383,0.004903844404750091,0.01752161607146263,0.01752161607146263,0.018743962049484253,100,1,115,115.0,0,0.0,0.0,0.0
23,0.0,0.0,,0.6159501075744629,0.0,-5.930487527806991e-06,0.36118918657302856,0.36118918657302856,0.33368125557899475,43,2,11,9.5,2,47.5,17.41907474260463,126.41480366353846
7,0.0,0.0,,0.3025503158569336,0.7092952728271484,-0.0002581763830969411,0.0917712152004242,0.0917712152004242,0.09196275472640991,70,4,35,21.75,1,18.0,2.572983232901341,19.41752479207242
22,0.0,0.0,,0.0025501251220703125,0.7510995864868164,-0.002136912737337317,-0.17064307630062103,-0.17064307630062103,-0.15703743696212769,7,0,0,0.0,1,116.0,4.407804508933998,25.02825739417744
2,0.0,0.0,,0.21570003032684326,4.999116241931915,-0.0005060560894894254,-0.022138220122736748,-0.022138220122736748,-0.03045310612235752,14,5,11,8.8,3,22.333333333333332,16.304327266088944,123.93301906015675
2,1.0,0.0,,0.13884973526000977,0.17509984970092773,0.00039457890750474716,0.033476900309324265,0.033476900309324265,0.04188746213912964,111,0,0,0.0,1,116.0,1.9534528024680196,12.354620344048941
3,0.0,0.0,,0.026999950408935547,1.2211990356445312,-0.001731778261614331,-0.09054990112781525,-0.09054990112781525,-0.10121852159500122,17,4,48,25.0,1,12.0,17.298069912390396,83.55361004750429
23,0.0,0.0,,0.393399715423584,0.330049991607666,0.0030527714157053054,0.14102700352668762,0.14102700352668762,0.13736885786056519,92,2,17,13.0,2,44.0,21.49655435638127,146.86761130102735
7,0.0,0.0,,0.18015003204345703,6.27399206161499,-0.0009786576529723548,-0.05555915832519531,-0.05555915832519531,-0.0575372576713562,99,3,34,30.666666666666668,1,20.0,33.02609340284995,75.62154409203143
4,0.0,0.0,,0.10680007934570312,5.41159987449646,-0.040887609395205894,-1.325811805888119,-1.325811805888119,-1.3850352499220107,11,1,11,11.0,1,99.0,15.771350898889755,364.75344955164417
16,0.0,0.0,,0.16069984436035156,0.22785091400146484,0.001376533142431931,0.07189251482486725,0.07189251482486725,0.07614344358444214,94,1,93,93.0,1,22.0,5.9453188515166895,20.02520956353629
4,0.0,0.0,,0.19550013542175293,3.1239932775497437,-0.0004538613929669074,-0.013465201752817528,-0.013465201752817528,-0.005106031894683838,66,2,10,9.0,2,48.0,31.43299526566151,230.4930915854224
9,1.0,0.0,,0.45674943923950195,0.0,0.0028716526612596774,0.19576790928840637,0.19576790928840637,0.17542457580566406,116,2,77,54.0,0,0.0,0.0,0.0
25,0.0,0.0,,0.5969500541687012,0.09000003337860107,0.0009227159812463543,0.2665504390357906,0.2665504390357906,0.23945398196793977,69,4,18,10.25,3,23.666666666666668,14.86058617710981,168.45211088281803
14,0.0,0.0,,0.3819000720977783,0.4627059384736274,0.0022755590376235374,0.1937252680460612,0.1937252680460612,0.18839666985560877,56,3,42,28.0,1,21.0,2.1359866710509525,25.736257181981006
2,1.0,0.0,,0.06414985656738281,2.3601467609405518,0.00021321118895354299,-0.012481569312512875,-0.012481569312512875,-0.0020186901092529297,58,1,12,12.0,1,103.0,19.959354728995663,97.00934799399131
