participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
25,0.0,0.0,,0.26230013370513916,3.9168999195098877,-0.009624141648267564,-0.6337297581419159,-0.6337297581419159,-0.5654397280463642,13,6,48,17.666666666666668,3,38.666666666666664,32.41835433619112,197.23556166251092
25,0.0,0.0,,0.23710012435913086,20.060548901557922,-0.009244404310090529,-0.4779111162016663,-0.4779111162016663,-0.44262532910635305,124,7,45,18.0,4,24.0,12.827188395113481,119.75065998334348
22,0.0,0.0,,0.0,45.4801185131073,-0.003138486412299453,-0.45517417788505554,-0.45517417788505554,-0.43011289834976196,0,7,38,26.142857142857142,3,13.0,18.012846292061003,90.46138368202004
19,0.0,0.0,,0.5636000633239746,9.456496715545654,0.0017160471265614782,0.07228636741638184,0.07228636741638184,0.08784351497888565,234,11,32,15.090909090909092,3,18.333333333333332,25.053704695761173,114.23213958902363
23,0.0,0.0,,0.29939985275268555,12.001614332199097,0.002363924144033535,-0.06203014776110649,-0.06203014776110649,-0.06555677950382233,203,7,51,25.142857142857142,2,23.5,17.74326885887401,115.85045877443733
23,0.0,0.0,,0.6656999588012695,0.11875009536743164,0.0022379512038793684,0.25996217131614685,0.25996217131614685,0.2547532916069031,198,6,137,31.333333333333332,2,21.0,24.07201502081616,166.74056317391114
5,0.0,0.0,,0.09415006637573242,17.525397062301636,-0.0018281929961384946,-0.2695351243019104,-0.2695351243019104,-0.24164654314517975,14,12,27,16.083333333333332,2,11.0,25.090168848452528,115.20890718599273
15,1.0,0.0,,0.06564998626708984,8.83025336265564,0.0002684204981024569,-0.15201545314949777,-0.15201545314949777,-0.1476300448179245,224,8,45,25.125,1,8.0,12.321035741147679,28.920661017509122
15,0.0,0.0,,0.216400146484375,0.3675680441014908,0.00039781582070961955,0.07364607259694031,0.07364607259694031,0.07617895515314833,234,10,22,15.1,4,15.5,0.9117482179861482,6.864818847080949
10,1.0,0.0,,0.14170026779174805,6.524449825286865,-0.009248036927443333,-0.45381855964660645,-0.45381855964660645,-0.42105671763420105,11,5,90,41.8,1,17.0,1.8202251757580392,20.023811530792116
17,1.0,0.0,,0.17870020866394043,5.358699083328247,-0.0006567910284188598,-0.02690332941710949,-0.02690332941710949,-0.029909944161772728,164,7,68,30.0,2,6.5,28.978893743669964,84.82710329964908
14,0.0,0.0,,0.6587998867034912,8.579522490501404,0.002686256967521045,0.04867885032283606,0.04867885032283606,0.05790270753935272,236,4,103,49.75,2,14.5,5.020572773396241,17.76929422710284
25,0.0,0.0,,0.4167501926422119,1.3278491497039795,0.0014661024290099018,0.12753570079803467,0.12753570079803467,0.1345033049583435,174,10,36,20.8,0,0.0,0.0,0.0
26,0.0,0.0,,0.03890037536621094,1.125,-0.0018544932772329692,-0.25762781500816345,-0.25762781500816345,-0.2445199340581894,16,8,53,23.125,2,15.0,25.063350537035138,114.40739766409007
9,0.0,0.0,,0.3129500150680542,12.623904561996461,0.0008543613705827389,0.00428692248300158,0.00428692248300158,0.015464201079474549,185,10,37,18.0,4,11.5,10.908466418894115,77.47170072206612
23,0.0,0.0,,0.6315999031066895,0.1326003074645996,0.0019246831289480182,0.26700058579444885,0.26700058579444885,0.2544598877429962,225,8,32,14.625,4,27.25,24.891564592116424,164.0474781644218
17,1.0,0.0,,0.30354976654052734,3.103605270385742,0.0008704778725600762,0.04705728590488434,0.04705728590488434,0.04395321384072304,156,9,67,22.444444444444443,1,20.0,15.605553419100701,61.7958619542886
1,1.0,0.0,,0.18645000457763672,6.529099941253662,0.0017209871073026334,-0.10589747875928879,-0.10589747875928879,-0.13051335513591766,230,10,73,19.6,2,13.0,17.012975357099457,135.73695332044855
23,0.0,0.0,,0.053699493408203125,3.605300188064575,-0.005046817061828701,-0.24549904465675354,-0.24549904465675354,-0.207073375582695,27,2,154,101.5,1,31.0,33.84047189768523,209.91427616968747
4,0.0,0.0,,0.8042001724243164,0.35934877395629883,0.0024201116507058347,0.3682127892971039,0.3682127892971039,0.35403677821159363,178,12,26,13.333333333333334,5,11.4,27.62036409111041,101.96031676785269
1,1.0,0.0,,0.34725022315979004,0.15989983081817627,0.0008645481467015252,0.13429402097871032,0.13429402097871032,0.13300768799251977,206,7,65,24.571428571428573,3,18.0,6.547921035463052,49.85394756647588
5,0.0,0.0,,0.31099987030029297,3.0758557319641113,0.0012039569857769331,0.09045983850955963,0.09045983850955963,0.07793324440717697,236,6,40,23.5,2,44.5,4.786281150073412,28.28783176883435
4,0.0,0.0,,0.4580998420715332,0.41305112838745117,0.0019431048834222804,0.24521681666374207,0.24521681666374207,0.23364639282226562,234,3,83,52.666666666666664,2,35.5,9.945521799595323,39.49524313552022
5,0.0,0.0,,0.7557497024536133,22.54034686088562,0.003901888706760114,0.0029346609953790903,0.0029346609953790903,0.007850042544305325,229,12,20,12.25,5,13.6,24.62925938571312,130.0929605180647
9,0.0,0.0,,0.6706500053405762,5.249167349603442,0.002911246767309295,0.24207124931399832,0.24207124931399832,0.22457734782102878,227,6,49,23.333333333333332,2,41.5,2.697619951498126,20.225360321601798
25,0.0,0.0,,0.5300000905990601,2.9994529485702515,-0.0011401318466606038,0.07046670174296898,0.07046670174296898,0.08097280151602147,89,6,20,12.333333333333334,4,39.0,27.81666723320637,193.83076563731987
14,0.0,0.0,,0.6738500595092773,8.324025988578796,0.0028015513205301773,0.057749053596947264,0.057749053596947264,0.059279683173871514,235,4,101,49.25,2,15.5,3.7596780770709435,17.908886406056496
14,0.0,0.0,,0.29125022888183594,0.03845024108886719,0.0011290458595403102,0.16275066137313843,0.16275066137313843,0.15648314356803894,230,0,0,0.0,1,236.0,1.5170201586590804,13.428688248063189
4,0.0,0.0,,0.6496500968933105,2.10874605178833,0.0025932073811072145,0.20430879294872284,0.20430879294872284,0.17504678666591644,228,7,17,9.142857142857142,7,23.142857142857142,25.49111665587656,127.71312408350965
10,1.0,0.0,,0.328200101852417,5.670842170715334,0.0015279241860208142,0.09406876765222992,0.09406876765222992,0.10655557047653516,139,6,44,29.666666666666668,2,24.0,15.387548490883901,70.8875898788355
