participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
18,1.0,0.0,,0.9256501197814941,0.604966746436225,0.0061855582307282775,0.5035255943608081,0.5035255943608081,0.45052005173840054,97,0,0.0,0.0,0.0
23,0.0,0.0,,0.25860023498535156,1.4136996269226074,-0.0027172369198721316,0.006042887922376394,0.006042887922376394,0.0004939436912536621,38,0,0.0,0.0,0.0
19,1.0,0.0,,1.0243499279022217,0.0,0.008811672745343039,0.5918683903849024,0.5918683903849024,0.5763088077306747,85,0,0.0,0.0,0.0
7,1.0,0.0,,1.140350341796875,0.0,0.009469300282957437,0.5985921025276184,0.5985921025276184,0.5865501165390015,109,0,0.0,0.0,0.0
3,1.0,0.0,,0.7028999328613281,0.08934879302978516,0.0063641106977501225,0.32508596777915955,0.32508596777915955,0.31003761291503906,91,0,0.0,0.0,0.0
13,1.0,0.0,,0.460116097357421,0.0,0.0023844030423190977,0.24727698269053403,0.24727698269053403,0.2284603619118356,114,0,0.0,0.0,0.0
18,1.0,0.0,,0.0,60.68434453010559,-0.01142870438025841,-1.4637843370437622,-1.4637843370437622,-1.3655123710632324,0,0,0.0,0.0,0.0
9,1.0,0.0,,0.10100030899047852,1.8560497760772705,-0.017396822160345535,-0.583671012495318,-0.583671012495318,-0.5926561057567596,32,0,0.0,0.0,0.0
19,0.0,0.0,,0.03385019302368164,20.067490339279175,-0.0016790065719313777,-0.20608193446428347,-0.20608193446428347,-0.18639744340983877,1,1,9.0,4.645869617458768,24.311980363067214
1,1.0,0.0,,0.09615015983581543,15.1229989528656,-0.004176572412504765,-0.2624136209487915,-0.2624136209487915,-0.23444366455078125,1,0,0.0,0.0,0.0
24,1.0,0.0,,0.089599609375,4.697158098220825,0.0015346316378445567,-0.0738617405295372,-0.0738617405295372,-0.07269391417503357,78,0,0.0,0.0,0.0
14,0.0,0.0,,0.2335498332977295,0.0017499923706054688,8.659195650929543e-06,0.10084503328698313,0.10084503328698313,0.11396631949088154,27,0,0.0,0.0,0.0
22,0.0,0.0,,0.26635003089904785,0.0,0.0007719735607321062,0.17594140768051147,0.17594140768051147,0.17072492837905884,82,0,0.0,0.0,0.0
26,0.0,0.0,,0.2084498405456543,1.2739026546478271,-0.0011243143726080136,-0.009868954308331013,-0.009868954308331013,-0.020512640476226807,55,0,0.0,0.0,0.0
16,1.0,0.0,,0.2220001220703125,0.08844995498657227,0.001599369209997393,0.07745666801929474,0.07745666801929474,0.08088737726211548,101,0,0.0,0.0,0.0
22,0.0,0.0,,0.5208498239517212,0.082450270652771,0.0019322608738675101,0.2936670097530398,0.2936670097530398,0.25752215142603274,54,1,9.0,3.502440348016302,22.310555975680888
3,1.0,0.0,,0.25440001487731934,5.807799816131592,-0.00863657208507825,-0.10073101826203175,-0.10073101826203175,-0.1769269486268361,46,0,0.0,0.0,0.0
12,1.0,0.0,,0.16774988174438477,13.624697923660278,-0.0005574481826596091,-0.09731235355138779,-0.09731235355138779,-0.1028437614440918,45,0,0.0,0.0,0.0
5,0.0,0.0,,0.2696497440338135,16.160004377365112,-0.005513421038088954,-0.3168061375617981,-0.3168061375617981,-0.26248136162757874,31,0,0.0,0.0,0.0
9,0.0,0.0,,0.31660032272338867,0.4784998893737793,0.0009290801263812719,0.12346024066209793,0.12346024066209793,0.139981210231781,73,0,0.0,0.0,0.0
21,1.0,0.0,,0.1571502685546875,2.945542335510254,-0.00048168782883880646,-0.06745444238185883,-0.06745444238185883,-0.06709349155426025,1,0,0.0,0.0,0.0
5,0.0,0.0,,0.09499979019165039,5.771962642669678,0.00058422425336723,-0.048313386738300323,-0.048313386738300323,-0.03490644693374634,110,0,0.0,0.0,0.0
7,0.0,0.0,,0.0,2.9556055068969727,-0.000328439448470005,-0.17493735253810883,-0.17493735253810883,-0.14264386892318726,0,0,0.0,0.0,0.0
24,0.0,0.0,,0.1770000457763672,0.18215012550354004,-0.000999001409865667,0.0102131285219111,0.0102131285219111,0.027885352092359872,45,0,0.0,0.0,0.0
12,1.0,0.0,,0.22944998741149902,3.117899775505066,-0.0034953778512410456,-0.06458801693386501,-0.06458801693386501,-0.015184876161652594,23,0,0.0,0.0,0.0
3,1.0,0.0,,0.19704985618591309,1.42525053024292,0.00032696841987859453,0.051434785891801886,0.051434785891801886,0.05481110300336567,65,0,0.0,0.0,0.0
15,0.0,0.0,,0.19554996490478516,0.7407999038696289,-0.00010044223744030487,0.06506288561046633,0.06506288561046633,0.05389441044434251,108,0,0.0,0.0,0.0
12,1.0,0.0,,0.0,29.570155382156372,-0.0015929196603302225,-0.25925859808921814,-0.25925859808921814,-0.23043128848075867,0,0,0.0,0.0,0.0
26,0.0,0.0,,0.038249969482421875,52.42060923576355,-0.006293922572964919,-0.933663547039032,-0.933663547039032,-0.866312563419342,1,0,0.0,0.0,0.0
18,1.0,0.0,,0.2353496551513672,0.7952070236206055,0.0013774986646107104,0.04068227857351303,0.04068227857351303,0.05146229267120361,112,1,12.0,3.6091363260601232,25.43704829474794
15,0.0,0.0,,0.641450047492981,0.25804996490478516,0.006081901112515171,0.21977351414851654,0.21977351414851654,0.23073509110904789,115,0,0.0,0.0,0.0
25,0.0,0.0,,0.4076731525934658,0.3931490182876587,0.0030070280413249445,0.1306594839462867,0.1306594839462867,0.1391250565648079,92,0,0.0,0.0,0.0
14,0.0,0.0,,0.0,7.51555061340332,-0.014539349071807556,-1.4191282987594604,-1.4191282987594604,-1.34725022315979,0,0,0.0,0.0,0.0
7,1.0,0.0,,0.8210000991821289,0.0,0.0075063500857906655,0.4728561341762543,0.4728561341762543,0.45971858501434326,110,0,0.0,0.0,0.0
9,0.0,0.0,,0.20145010948181152,5.0628015995025635,0.002190475477873105,-0.06824959069490433,-0.06824959069490433,-0.042375028133392334,116,0,0.0,0.0,0.0
18,1.0,0.0,,0.2259998321533203,1.4537019729614258,0.0009209484803838993,0.0295880064368248,0.0295880064368248,0.022037506103515625,101,1,12.0,3.6091363260601232,25.43704829474794
21,1.0,0.0,,0.24860000610351562,0.48149967193603516,-0.0010910152622581853,0.004210455808788538,0.004210455808788538,0.006531476974487305,31,0,0.0,0.0,0.0
5,0.0,0.0,,0.9357998371124268,0.06145048141479492,0.00630261944167401,0.5489627122879028,0.5489627122879028,0.5438249111175537,113,0,0.0,0.0,0.0
17,1.0,0.0,,0.05264997482299805,1.1717007160186768,-0.0009084375075168898,-0.03357955068349838,-0.03357955068349838,-0.04661265015602112,17,0,0.0,0.0,0.0
14,0.0,0.0,,0.36675024032592773,0.9505906105041504,0.0031944005409922952,0.06720928847789764,0.06720928847789764,0.07428145408630371,85,0,0.0,0.0,0.0
19,1.0,0.0,,0.31874990463256836,8.737156867980957,0.004251866962399876,-0.048477016389369965,-0.048477016389369965,-0.04467517137527466,107,0,0.0,0.0,0.0
9,0.0,0.0,,0.17260003089904785,0.7465000152587891,-0.0005545419811004922,0.03610325063395704,0.03610325063395704,0.04575505355993892,25,0,0.0,0.0,0.0
6,0.0,0.0,,0.399399995803833,0.11645054817199707,0.002516091964115824,0.1477319896221161,0.1477319896221161,0.149637371301651,63,0,0.0,0.0,0.0
13,1.0,0.0,,0.3065001964569092,3.1815998554229736,-0.025818610900037467,-0.6784235626204402,-0.6784235626204402,-0.7106954713436691,44,0,0.0,0.0,0.0
12,1.0,0.0,,0.5264501571655273,1.838850498199463,0.0014774407770784868,-0.029834675992655966,-0.029834675992655966,0.010971915918392194,116,0,0.0,0.0,0.0
14,0.0,0.0,,0.0,1.2982497215270996,-0.0014848595993183463,-0.2123904829351311,-0.2123904829351311,-0.19137020036578178,0,0,0.0,0.0,0.0
4,0.0,0.0,,0.19574999809265137,5.596199989318848,-0.037893001669699125,-1.5339286154151979,-1.5339286154151979,-1.5742572330354903,25,0,0.0,0.0,0.0
4,0.0,0.0,,0.1741499900817871,5.702049970626831,-0.00854315522151934,-0.11783631145954132,-0.11783631145954132,-0.14316865801811218,75,0,0.0,0.0,0.0
18,1.0,0.0,,0.19105052947998047,10.355393409729004,-0.006326422281314851,-0.23165655136108398,-0.23165655136108398,-0.2518559694290161,35,0,0.0,0.0,0.0
22,0.0,0.0,,0.4452500343322754,0.011999964714050293,0.00240629576102499,0.20890043433914832,0.20890043433914832,0.21078770824017057,59,0,0.0,0.0,0.0
18,1.0,0.0,,0.4071998596191406,0.3856019973754883,0.0036724024519694328,0.12256946414709091,0.12256946414709091,0.1545998454093933,99,0,0.0,0.0,0.0
2,0.0,0.0,,0.6239999532699585,0.2173887205795504,0.003838254440768498,0.2081335130919758,0.2081335130919758,0.20861521703621677,100,0,0.0,0.0,0.0
3,0.0,0.0,,0.14149999618530273,2.893800735473633,0.001285174470397362,0.0024773239070533686,0.0024773239070533686,0.005943715572357178,93,0,0.0,0.0,0.0
8,1.0,0.0,,0.5566501617431641,0.07489967346191406,0.004778931811147096,0.2678300440311432,0.2678300440311432,0.27106261253356934,106,0,0.0,0.0,0.0
4,0.0,0.0,,0.3936500549316406,0.41304874420166016,-0.0018263463448491303,0.09231718629598618,0.09231718629598618,0.07233127951622009,12,0,0.0,0.0,0.0
8,1.0,0.0,,0.27409982681274414,0.3134016990661621,0.0011394070254134084,0.11123789101839066,0.11123789101839066,0.08727484941482544,110,0,0.0,0.0,0.0
7,0.0,0.0,,0.005000114440917969,2.725802421569824,-0.00043108929948784333,-0.16904152929782867,-0.16904152929782867,-0.15066885948181152,1,0,0.0,0.0,0.0
7,1.0,0.0,,0.14499998092651367,0.26235055923461914,5.302937860535689e-05,0.045685652993683136,0.045685652993683136,0.024783734833040527,116,0,0.0,0.0,0.0
15,1.0,0.0,,0.10850000381469727,5.452899932861328,-0.027732353790706262,-0.8714379652952537,-0.8714379652952537,-0.9781721935418375,7,0,0.0,0.0,0.0
15,0.0,0.0,,0.6962499618530273,3.627800703048706,-0.0051819260773632095,0.1699046641588211,0.1699046641588211,0.1375124454498291,49,0,0.0,0.0,0.0
9,1.0,0.0,,0.12849998474121094,0.46645021438598633,-0.0009131163466323111,-0.0151332663372159,-0.0151332663372159,-0.004087388515472412,15,0,0.0,0.0,0.0
2,0.0,0.0,,0.5214499235153198,0.03320002555847168,-0.001481138456605401,0.2609492851118756,0.2609492851118756,0.24840871138232096,3,0,0.0,0.0,0.0
25,0.0,0.0,,0.06365013122558594,4.849949955940247,-0.018912098356289094,-0.565633081472837,-0.565633081472837,-0.6171142631106906,3,0,0.0,0.0,0.0
4,0.0,0.0,,0.16955018043518066,12.164949893951416,-0.002290515801473867,-0.2197388857603073,-0.2197388857603073,-0.22626245021820068,78,0,0.0,0.0,0.0
14,0.0,0.0,,0.0,6.751365661621094,4.468731246420261e-05,-0.24360337853431702,-0.24360337853431702,-0.22276908159255981,0,0,0.0,0.0,0.0
14,0.0,0.0,,0.4970998764038086,1.2673516273498535,0.0053346178600925985,0.12608701856727275,0.12608701856727275,0.1217544573274526,116,0,0.0,0.0,0.0
22,0.0,0.0,,0.15814971923828125,7.686154365539551,-0.0032938280271232233,-0.061671946197748184,-0.061671946197748184,-0.052481383085250854,29,0,0.0,0.0,0.0
15,0.0,0.0,,0.08614969253540039,26.66375422477722,-0.007683655398858372,-0.6372087001800537,-0.6372087001800537,-0.6251438856124878,2,0,0.0,0.0,0.0
24,1.0,0.0,,0.388200044631958,0.015199899673461914,0.0026437681430761255,0.17022345960140228,0.17022345960140228,0.17390620708465576,116,0,0.0,0.0,0.0
24,1.0,0.0,,0.27540016174316406,3.1254985332489014,0.0018084468098238716,-0.005871776957064867,-0.005871776957064867,0.018449991941452026,114,0,0.0,0.0,0.0
19,1.0,0.0,,0.5684998035430908,0.7730837023103376,0.0015435061012228854,0.24729890293545193,0.24729890293545193,0.2201874852180481,74,0,0.0,0.0,0.0
17,1.0,0.0,,0.34619998931884766,4.307506322860718,0.0037069996071179096,0.04782123118638992,0.04782123118638992,0.04710611701011658,115,0,0.0,0.0,0.0
14,0.0,0.0,,0.2628002166748047,2.1435461044311523,0.002899177921683159,0.015918996185064316,0.015918996185064316,0.008700191974639893,98,0,0.0,0.0,0.0
3,1.0,0.0,,0.7079496383666992,0.026452064514160156,0.006124404563995847,0.34255489706993103,0.34255489706993103,0.3115748167037964,88,0,0.0,0.0,0.0
16,1.0,0.0,,0.3062000274658203,2.7980499267578125,-0.0063587491644211454,-0.04240160059725118,-0.04240160059725118,-0.037193691730499245,55,0,0.0,0.0,0.0
14,0.0,0.0,,0.09769964218139648,3.402153491973877,0.0002043712312238484,-0.0332786850631237,-0.0332786850631237,-0.024474918842315674,74,0,0.0,0.0,0.0
21,1.0,0.0,,0.4010000228881836,27.519364988142534,-0.006224639713652536,-0.15348807563129657,-0.15348807563129657,-0.10065669652238857,41,0,0.0,0.0,0.0
2,0.0,0.0,,0.18130016326904297,0.3979494571685791,0.0003532764035531487,0.06580176949501038,0.06580176949501038,0.06845632195472717,46,0,0.0,0.0,0.0
4,0.0,0.0,,0.04850006103515625,3.8783044815063477,0.0004602984641481492,-0.038955207914114,-0.038955207914114,-0.03683751821517944,76,0,0.0,0.0,0.0
9,1.0,0.0,,0.2870497703552246,5.263750076293945,-0.012947048714178462,-0.27910607085268724,-0.27910607085268724,-0.4188563319352957,84,0,0.0,0.0,0.0
23,0.0,0.0,,0.5708003044128418,0.46304798126220703,0.002506300602671815,0.29128897190093994,0.29128897190093994,0.27288758754730225,56,0,0.0,0.0,0.0
