participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
9,0.0,0.0,,0.1625502109527588,280.3117368221283,-0.008064357772563157,-1.2333712561123846,-1.2333712561123846,-1.2266029624355397,109,0,0.0,0.0,0.0
17,1.0,0.0,,0.45574986934661865,2.4088000059127808,-0.0018558355043868666,-0.18190469144105242,-0.18190469144105242,-0.19944006817142954,181,2,7.25,3.8774898241552447,20.002845988163152
19,1.0,0.0,,1.2267999649047852,5.432000160217285,-0.0016587136446294059,0.35008710439131707,0.35008710439131707,0.3080955949629316,137,0,0.0,0.0,0.0
19,1.0,0.0,,0.46899986267089844,27.76670014858246,-0.0013700104881426034,-0.17818028185547902,-0.17818028185547902,-0.18346779665787297,123,0,0.0,0.0,0.0
17,1.0,0.0,,0.21249985694885254,9.27850341796875,-0.0013834705126858974,-0.0980774387717247,-0.0980774387717247,-0.08653055131435394,106,0,0.0,0.0,0.0
8,1.0,0.0,,0.4038124606013298,31.0005766376853,0.000996066325729981,-0.0647112884107424,-0.0647112884107424,-0.05438051405160323,353,0,0.0,0.0,0.0
14,0.0,0.0,,0.2391495704650879,1.0663514137268066,-0.00032817087301895305,-0.0565156415104866,-0.0565156415104866,-0.058759067207574844,262,0,0.0,0.0,0.0
23,0.0,0.0,,0.32035017013549805,8.159499883651733,0.00042716261813127113,0.02283979497369932,0.02283979497369932,0.027263606843269873,261,1,9.0,5.260120818725636,31.550166634787338
23,0.0,0.0,,0.4780998229980469,1.4914488792419434,0.0005972290424599075,0.1506875902414322,0.1506875902414322,0.14594139158725739,273,1,10.0,2.5071485016493233,20.950700766918622
16,0.0,0.0,,0.0,405.11135733127594,-0.0003209481452163812,-1.4492840619982124,-1.4492840619982124,-1.396538802706626,0,0,0.0,0.0,0.0
19,0.0,0.0,,0.21679973602294922,52.961554765701294,-0.0025200033828637154,-0.4362518056100156,-0.4362518056100156,-0.42946579793225165,40,1,9.0,4.645869617458768,24.311980363067214
24,0.0,0.0,,0.0015001296997070312,381.40520007908344,-0.0022191319734018757,-1.7439553428764771,-1.7439553428764771,-1.7131944538458534,6,1,7.0,4.08260761624911,19.07706036396269
21,0.0,0.0,,1.0872502326965332,3.0016436775525417,0.001966022636774045,0.5415139174928852,0.5415139174928852,0.5442456039986592,288,0,0.0,0.0,0.0
3,0.0,0.0,,0.4138500063042887,12.263716998853182,0.0009513703643257127,0.048601171549628765,0.048601171549628765,0.051831589829003336,246,0,0.0,0.0,0.0
6,0.0,0.0,,0.5395573547908237,9.705849528312683,-0.0031524929975933302,-0.17815722437465892,-0.17815722437465892,-0.16290741661156022,9,0,0.0,0.0,0.0
3,0.0,0.0,,0.02429962158203125,88.64080858230591,-0.0007823251483692286,-0.3275482952594757,-0.3275482952594757,-0.3410916030406952,2,0,0.0,0.0,0.0
13,0.0,0.0,,0.8199498653411865,0.016050100326538086,0.001630571348112185,0.3995286960895656,0.3995286960895656,0.38598756416275437,204,0,0.0,0.0,0.0
16,0.0,0.0,,0.3518495559692383,0.8990504741668701,0.00018574511748127646,-0.02740578167140484,-0.02740578167140484,-0.01782628707587719,135,0,0.0,0.0,0.0
25,0.0,0.0,,0.5696002244949341,46.74682442507871,0.0026167894963156175,-0.08783369471712943,-0.08783369471712943,-0.07380177247937512,288,0,0.0,0.0,0.0
19,0.0,0.0,,0.0,86.51120090484619,-0.0008521870869172101,-0.5287820013965211,-0.5287820013965211,-0.518342384825582,0,1,9.0,4.645869617458768,24.311980363067214
3,0.0,0.0,,0.3209500312805176,9.832975625991818,0.00018388905809714297,0.04308234877279159,0.04308234877279159,0.04219456340955651,137,1,8.0,3.1299262371675636,15.475253290042025
13,0.0,0.0,,0.3540043462582716,6.946401000022888,-0.0006713171269942385,-0.09828625573497526,-0.09828625573497526,-0.08630984216328011,24,0,0.0,0.0,0.0
14,0.0,0.0,,0.0,0.8954498767852783,-0.0020013956409459265,-0.4835624394296598,-0.4835624394296598,-0.47154849242220165,0,1,7.0,3.8610098219142417,20.649249378109758
