participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,microsaccade_count,avg_microsaccade_duration,avg_microsaccade_vel,avg_microsaccade_amp
25,0.0,0.0,,0.3768817403099751,2.6450990438461304,0.0006186580413762828,-0.036207143767473575,-0.036207143767473575,-0.04924585710872303,154,1,10.5,3.5469122071484187,11.982463594024846
25,0.0,0.0,,0.43590009212493896,30.200153206837804,0.002298104133605853,-0.10864413916310177,-0.10864413916310177,-0.12654745760716893,205,0,0.0,0.0,0.0
22,0.0,0.0,,0.5093499422073364,0.600049614906311,0.0017556459653902791,0.15478059963837953,0.15478059963837953,0.15151612476636,157,0,0.0,0.0,0.0
19,0.0,0.0,,0.1253499984741211,16.195388793945312,0.0005870024779005325,-0.06167418882250786,-0.06167418882250786,-0.03267323225736618,15,0,0.0,0.0,0.0
23,0.0,0.0,,1.0672999620437622,0.0,-9.502263395656117e-05,0.5348605500997873,0.5348605500997873,0.529632197004376,100,0,0.0,0.0,0.0
23,0.0,0.0,,0.06695008277893066,20.130292892456055,-0.0014532970970003688,-0.27081465670831095,-0.27081465670831095,-0.2661781846600571,9,0,0.0,0.0,0.0
5,0.0,0.0,,0.3234999179840088,0.6394000053405762,-0.0005204067508352896,0.0939032679368675,0.0939032679368675,0.09277182228263765,210,0,0.0,0.0,0.0
15,1.0,0.0,,0.9277998208999634,4.331250429153442,0.0053600524507007325,0.4399690600387155,0.4399690600387155,0.4212639773686727,186,0,0.0,0.0,0.0
15,0.0,0.0,,0.008649826049804688,111.63296794891357,-0.001543187399858026,-0.9272541999816895,-0.9272541999816895,-0.8913935422897339,2,0,0.0,0.0,0.0
10,1.0,0.0,,0.027849674224853516,201.07891941070557,-0.00699273100419562,-1.9460262060165405,-1.9460262060165405,-1.8620365858078003,4,1,8.0,4.274682680864512,21.343067769130222
17,1.0,0.0,,0.0,44.12666130065918,-0.004075642732136256,-1.1529545783996582,-1.1529545783996582,-1.1246802806854248,0,0,0.0,0.0,0.0
14,0.0,0.0,,0.16549968719482422,98.11806094646454,-0.010066858879000905,-1.2405404828268767,-1.2405404828268767,-1.1790128176672416,51,0,0.0,0.0,0.0
25,0.0,0.0,,0.3111501932144165,0.3526499271392822,0.0006952661668991086,0.12328270417225512,0.12328270417225512,0.11166517753009651,132,0,0.0,0.0,0.0
26,0.0,0.0,,0.3805501461029053,0.1511993408203125,0.0009027711650104902,0.21303424050536338,0.21303424050536338,0.18987528964172984,102,0,0.0,0.0,0.0
9,0.0,0.0,,0.14155006408691406,68.59085142612457,-0.013176446325467347,-0.9833288393946137,-0.9833288393946137,-0.9215965412281177,95,0,0.0,0.0,0.0
23,0.0,0.0,,0.1560502052307129,52.63467311859131,-0.0013277003729166685,-0.3788280189037323,-0.3788280189037323,-0.3647097945213318,18,0,0.0,0.0,0.0
17,1.0,0.0,,0.47895002365112305,0.04711804237771533,0.0013780329440325003,0.2851407460019558,0.2851407460019558,0.26112232269739655,219,0,0.0,0.0,0.0
1,1.0,0.0,,0.18050003051757812,7.480255126953125,-0.001087804971900286,-0.08130542188882828,-0.08130542188882828,-0.06936683505773544,33,2,7.0,2.921987459747129,14.432049012746058
23,0.0,0.0,,0.9446499347686768,0.5727449113672427,-0.00017111600131486507,0.41372486911242523,0.41372486911242523,0.41754817890398427,99,0,0.0,0.0,0.0
4,0.0,0.0,,0.5911498069763184,3.239452362060547,0.0022830654740942443,0.11938938498497009,0.11938938498497009,0.10522327572107315,234,0,0.0,0.0,0.0
1,1.0,0.0,,0.5848000049591064,0.09985005855560303,-8.256924442470932e-05,0.32932028061226953,0.32932028061226953,0.34735108163621686,99,0,0.0,0.0,0.0
5,0.0,0.0,,0.4178500175476074,1.487900733947754,0.0024510435718043955,0.08803027123212814,0.08803027123212814,0.07047316431999207,236,1,7.0,2.370808309372772,12.538616321542552
4,0.0,0.0,,0.4651000499725342,16.720349073410034,0.0024673740355277995,-0.004187531769275665,-0.004187531769275665,-0.00989664439111948,230,0,0.0,0.0,0.0
5,0.0,0.0,,0.027099609375,68.06593012809753,-0.00014421023346997494,-0.46347445249557495,-0.46347445249557495,-0.4507368206977844,1,0,0.0,0.0,0.0
9,0.0,0.0,,0.06065011024475098,18.671396732330322,-0.001607907518309974,-0.45127925641426053,-0.45127925641426053,-0.44912839423023143,1,0,0.0,0.0,0.0
25,0.0,0.0,,0.0695500373840332,4.811900019645691,-0.021544659803816944,-1.5689417928583012,-1.5689417928583012,-1.4576032644877739,7,0,0.0,0.0,0.0
