participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
19,0.0,0.0,,0.1143500804901123,98.07479119300842,-0.002550577678447982,-0.3730390318969385,-0.3730390318969385,-0.3599019333367565,17,10,39,18.1,1,79,79.0
3,0.0,0.0,,0.19154977798461914,2.1895997524261475,-0.0014924361365267578,0.0029197093151530633,0.0029197093151530633,-0.0017997485330899557,276,13,36,17.076923076923077,1,212,212.0
13,0.0,0.0,,0.5247502326965332,0.5708654543069676,0.000942190117977554,0.19118681942381444,0.19118681942381444,0.1827261848194543,217,7,98,43.57142857142857,1,24,24.0
14,0.0,0.0,,1.2319998741149902,2.7741565704345703,0.003836108531243985,0.30631495156541927,0.30631495156541927,0.3019635076434895,354,8,65,26.25,2,41,31.0
18,1.0,0.0,,0.9595500230789185,1.9047460556030273,0.0006955745515089538,0.3836812285148129,0.3836812285148129,0.3734436190646628,181,15,23,12.133333333333333,1,8,8.0
24,0.0,0.0,,0.1724998950958252,233.27112241089344,-0.0072003530908984715,-1.2802691701747455,-1.2802691701747455,-1.2604912904001053,73,16,30,16.25,2,30,18.5
7,0.0,0.0,,0.2646503448486328,0.11264991760253906,0.0001779364231020332,0.09486458450555801,0.09486458450555801,0.09621750563383102,328,8,56,38.75,0,0,0.0
12,1.0,0.0,,0.29505014419555664,56.75604009628296,-0.0014377526922837343,-0.27710350037288933,-0.27710350037288933,-0.2772840271321763,55,17,41,13.352941176470589,1,38,38.0
4,0.0,0.0,,0.029650211334228516,156.71638941764832,-0.003004648477320153,-1.617235541343689,-1.617235541343689,-1.57564115524292,6,13,21,11.846153846153847,0,0,0.0
8,1.0,0.0,,0.6268501281738281,6.189199924468994,-0.0044373360755982465,-0.1093253448229878,-0.1093253448229878,-0.1721860075952379,313,7,69,33.857142857142854,1,14,14.0
9,1.0,0.0,,0.3871498107910156,4.896250367164612,-0.00021653990411849553,0.04677146556330662,0.04677146556330662,0.04048948498814595,214,16,45,17.4375,2,16,15.5
15,1.0,0.0,,0.2578001022338867,23.251177787780765,4.326447230154394e-05,-0.15954182495256097,-0.15954182495256097,-0.14127052990984396,157,16,29,13.8125,2,42,38.0
26,0.0,0.0,,0.22370004653930664,0.9528491497039795,-0.0010761790102577777,-0.026663927361369133,-0.026663927361369133,-0.030338941141963005,176,12,53,22.25,0,0,0.0
16,1.0,0.0,,0.6244499683380127,14.599598407745361,0.0009072260358120086,0.013829735313810888,0.013829735313810888,0.0083708135063386,334,9,84,25.22222222222222,2,16,10.5
22,0.0,0.0,,0.1025000810623169,16.516916930675507,-0.0003159666554265492,-0.15717249140352094,-0.15717249140352094,-0.1608105159656393,7,16,60,17.4375,2,23,17.0
26,0.0,0.0,,0.26740002632141113,4.174748659133911,-0.0008161176286652438,-0.04133816063404083,-0.04133816063404083,-0.06454341113567352,25,15,27,13.933333333333334,0,0,0.0
7,0.0,0.0,,0.5491499900817871,26.350594213875894,0.002300021741886858,0.059940551175456755,0.059940551175456755,0.06361099757685026,355,8,82,31.25,2,29,25.0
24,1.0,0.0,,0.08969998359680176,26.56779170036316,-8.646238913439368e-05,-0.0841352567076683,-0.0841352567076683,-0.08976735174655914,158,13,54,20.0,0,0,0.0
21,1.0,0.0,,0.3440995216369629,11.876665115356445,0.0004677094434873738,0.009248998947441578,0.009248998947441578,0.0059911273419857025,190,15,29,13.133333333333333,0,0,0.0
22,0.0,0.0,,0.595849871635437,0.12890005111694336,0.0008314600664686094,0.2739759616825093,0.2739759616825093,0.27467520236968995,209,13,58,24.23076923076923,1,39,39.0
21,1.0,0.0,,0.5613994598388672,0.0778508186340332,0.00013591044216833395,0.28169670701026917,0.28169670701026917,0.27186068892478943,120,16,28,11.6875,0,0,0.0
5,0.0,0.0,,0.6380002498626709,0.13064980506896973,0.0004676095989657356,0.2858721351757103,0.2858721351757103,0.2995438950791269,311,14,53,15.214285714285714,1,25,25.0
21,0.0,0.0,,0.3078501224517822,151.40375101566315,-0.007276096219826196,-0.7189882402660466,-0.7189882402660466,-0.7338676032236809,99,10,63,33.1,1,8,8.0
24,0.0,0.0,,0.31041250058582825,15.872900128364563,-0.0008340586275600907,-0.008285367188333474,-0.008285367188333474,-0.007521170473987288,38,13,52,17.0,1,27,27.0
9,1.0,0.0,,0.7009497880935669,3.721302628517151,0.0006106994472258376,0.2317190931624725,0.2317190931624725,0.2272064860407221,206,10,104,27.6,1,18,18.0
22,0.0,0.0,,0.3730499744415283,29.99569606781006,-0.002522107872587326,-0.09249224115152653,-0.09249224115152653,-0.08447353291955793,110,12,105,22.25,1,16,16.0
21,1.0,0.0,,0.03379964828491211,43.982808113098145,0.0007252116619502988,-0.2946413457393646,-0.2946413457393646,-0.2946457266807556,283,19,29,12.052631578947368,0,0,0.0
24,0.0,0.0,,0.26545000076293945,170.5738631039858,-0.007970372261853124,-1.041455479062238,-1.041455479062238,-1.0259151131040085,103,15,62,18.866666666666667,2,30,18.5
16,0.0,0.0,,0.6096999645233154,11.528497695922852,0.0011363422968183427,0.09809429538684065,0.09809429538684065,0.09584972039844071,327,9,38,18.444444444444443,1,36,36.0
14,0.0,0.0,,0.2255997657775879,1.4709510803222656,-0.0003392995365133862,-0.07104696333408356,-0.07104696333408356,-0.06948065012693405,261,8,94,41.25,0,0,0.0
6,0.0,0.0,,0.05390024185180664,6.728099822998047,-0.006983769061831296,-1.0711918398111808,-1.0711918398111808,-1.0994786738621924,80,13,70,22.153846153846153,2,18,16.0
23,0.0,0.0,,0.014149904251098633,3.823300004005432,-0.01043444649342688,-1.167675175085789,-1.167675175085789,-1.1670130491256714,52,4,174,60.75,1,55,55.0
4,0.0,0.0,,0.22440004348754883,50.94299125671387,-0.0023499533764014015,-0.30406489968299866,-0.30406489968299866,-0.28591296076774597,62,15,42,12.866666666666667,0,0,0.0
1,1.0,0.0,,0.32499992847442627,53.548802852630615,-0.001960878898660584,-0.3567545858083987,-0.3567545858083987,-0.33890034374983413,66,13,47,15.461538461538462,1,14,14.0
13,1.0,0.0,,0.4500370597051191,8.181144905267487,0.0010383694318427275,-0.03789275300269032,-0.03789275300269032,-0.02457773523822667,276,11,36,18.545454545454547,1,120,120.0
19,0.0,0.0,,0.599250078201294,0.03704977035522461,-1.6993886692385926e-05,0.21309784346935795,0.21309784346935795,0.18903898265323596,95,19,33,11.210526315789474,1,18,18.0
22,0.0,0.0,,0.17739999294281006,28.251311813631396,-1.8518563268069324e-05,-0.07320366202950146,-0.07320366202950146,-0.07637273438732978,245,13,59,22.923076923076923,2,34,32.0
24,1.0,0.0,,0.867999792098999,0.3806002140045166,0.001144460872601373,0.6476167370291317,0.6476167370291317,0.6301425527328155,349,10,74,21.1,1,74,74.0
22,0.0,0.0,,0.04145002365112305,322.885706782341,-0.003582393802905718,-1.3140849132163852,-1.3140849132163852,-1.2841693553529745,14,9,124,33.77777777777778,1,38,38.0
17,1.0,0.0,,0.4214498996734619,7.318599581718445,-0.0007905153705163818,0.10395095662242558,0.10395095662242558,0.09584284318242098,285,9,57,32.888888888888886,1,15,15.0
14,0.0,0.0,,0.4280998706817627,0.1029500961303711,0.0003753626750161103,0.1835934634970016,0.1835934634970016,0.17899936979780645,234,11,63,24.0,1,122,122.0
15,1.0,0.0,,0.2796499729156494,37.226495027542114,0.000219038764591726,-0.13224032045412465,-0.13224032045412465,-0.12973394527198365,315,13,36,16.846153846153847,1,20,20.0
21,0.0,0.0,,0.13810014724731445,3.559999942779541,-0.0009018797762129955,-0.3306271009752396,-0.3306271009752396,-0.35494959468099124,7,7,127,41.57142857142857,2,31,26.0
6,0.0,0.0,,0.04524993896484375,40.317253471085635,0.0006210395770116119,-0.22270261206212832,-0.22270261206212832,-0.21829202516014962,280,10,48,29.7,1,122,122.0
24,0.0,0.0,,0.7605501413345337,0.45989978313446045,0.0006577368740369956,0.22352768025812314,0.22352768025812314,0.2315318577037835,354,10,114,31.1,1,13,13.0
4,0.0,0.0,,0.4907999038696289,2.689450263977051,-0.0031528587226397164,-0.030026957392692566,-0.030026957392692566,-0.042760901153087616,256,8,92,38.0,0,0,0.0
23,0.0,0.0,,0.21085023880004883,233.67000126838684,-0.002393906504395302,-0.8403521180152893,-0.8403521180152893,-0.8346782922744751,72,9,71,17.88888888888889,0,0,0.0
7,0.0,0.0,,0.6342499256134033,3.3152515888214076,0.0018841243689409258,0.20891870771135604,0.20891870771135604,0.2042551974987434,302,9,81,28.22222222222222,2,29,24.5
6,0.0,0.0,,0.34115004539489746,5.4710403919219965,0.001684969507960987,0.025502728647878514,0.025502728647878514,0.031253313233373534,347,7,77,34.714285714285715,2,78,48.5
18,1.0,0.0,,0.054399728775024414,402.9777890443802,-0.0019017626053370734,-1.6164365412474346,-1.6164365412474346,-1.5943008774802798,4,12,26,13.25,1,5,5.0
25,0.0,0.0,,0.6855000257492065,0.07220005989074707,0.000594968227287874,0.3092210715224429,0.3092210715224429,0.2974690224267798,86,11,36,18.818181818181817,1,18,18.0
23,0.0,0.0,,0.7175002098083496,4.7521421909332275,0.001952537427471585,0.2244892567396164,0.2244892567396164,0.21868059039115906,299,13,137,19.923076923076923,0,0,0.0
24,1.0,0.0,,0.4078998565673828,0.7461509704589844,0.0005002128071807557,0.06705173850059509,0.06705173850059509,0.07397603243589401,352,16,35,17.75,0,0,0.0
26,0.0,0.0,,0.0,34.93340212106705,-0.0019932013096187304,-0.38212817857245435,-0.38212817857245435,-0.37300464179780746,0,16,36,17.4375,2,29,24.5
24,1.0,0.0,,0.11005020141601562,9.153542518615723,-0.00019918081933378552,-0.16792349517345428,-0.16792349517345428,-0.17340415716171265,15,17,35,17.058823529411764,0,0,0.0
14,0.0,0.0,,0.3789498805999756,0.41430915897430687,0.00029452383564929167,0.14878534402500013,0.14878534402500013,0.1398153283942764,158,10,40,22.8,1,122,122.0
22,0.0,0.0,,0.6480498313903809,7.446346282958984,0.0020203491378292266,0.14925535386349972,0.14925535386349972,0.14631453620434476,296,14,51,18.5,1,30,30.0
4,0.0,0.0,,0.5198500156402588,15.503442764282227,0.0015589125822543536,0.05388384312391281,0.05388384312391281,0.056537069380283356,351,19,19,12.052631578947368,0,0,0.0
23,0.0,0.0,,0.11964988708496094,18.952447414398193,-0.0011446132539011888,-0.18075639794186718,-0.18075639794186718,-0.18349430309634424,233,12,66,19.166666666666668,1,46,46.0
6,0.0,0.0,,0.008100032806396484,76.68882024288176,0.0003126577351539261,-0.41991002252455856,-0.41991002252455856,-0.41106485584328817,2,11,48,27.727272727272727,1,122,122.0
24,1.0,0.0,,0.1624000072479248,8.789543390274048,-0.00012475442263049967,-0.006793363485485315,-0.006793363485485315,-0.00730431592091918,202,14,54,19.5,0,0,0.0
19,1.0,0.0,,0.7290000915527344,41.23450839519501,0.001575334195986281,-0.18599449686643457,-0.18599449686643457,-0.18080707103952295,354,9,22,16.0,1,86,86.0
14,0.0,0.0,,0.006999969482421875,6.864449977874756,-0.004992598622127465,-1.0923141287822349,-1.0923141287822349,-1.117387568728524,1,14,65,16.357142857142858,1,15,15.0
1,1.0,0.0,,0.31424999237060547,0.40635204315185547,-0.0004030845955100872,0.06002718210220337,0.06002718210220337,0.061523646116256714,307,12,64,17.416666666666668,0,0,0.0
9,1.0,0.0,,0.37759971618652344,3.449770602279404,0.0006971859278057863,0.05766086017384248,0.05766086017384248,0.05238432644481918,313,16,45,17.0625,2,16,15.5
7,1.0,0.0,,0.21954989433288574,87.9538608789444,-0.0006949996268946094,-0.40103885907085,-0.40103885907085,-0.3933452772138639,114,13,60,22.846153846153847,1,32,32.0
12,1.0,0.0,,0.44185006618499756,10.388949632644653,-0.0013582474266900185,-0.03113326522148624,-0.03113326522148624,-0.030502983454016176,152,19,41,13.263157894736842,1,38,38.0
25,0.0,0.0,,0.11285018920898438,95.89001393318176,-0.0024754619154121154,-0.4249938162101083,-0.4249938162101083,-0.40880222140417893,10,12,22,11.583333333333334,2,138,76.5
17,1.0,0.0,,0.20695018768310547,20.05219829082489,-0.005782749275476623,-0.6354242940576804,-0.6354242940576804,-0.6344871703528276,107,15,53,15.8,1,22,22.0
14,0.0,0.0,,0.4556999206542969,3.442699909210205,-0.003227718518931982,-0.0718311806018947,-0.0718311806018947,-0.08180382513618033,273,4,230,83.25,1,18,18.0
22,0.0,0.0,,0.3955000638961792,4.474295020103455,6.803738075352522e-05,0.12965565185253025,0.12965565185253025,0.13164182829404747,280,12,59,25.833333333333332,2,34,32.0
14,0.0,0.0,,0.19954991340637207,253.78084015846252,-0.0036894814675117187,-1.242320398656594,-1.242320398656594,-1.21744941650445,55,11,53,27.818181818181817,2,33,25.5
7,1.0,0.0,,0.514549970626831,34.42174994945526,-0.0023669554235823047,-0.07319759654731645,-0.07319759654731645,-0.07643103140401031,245,8,82,38.125,1,143,143.0
8,1.0,0.0,,0.0881500244140625,339.58325469493866,-0.00737178597095046,-1.6092814611119717,-1.6092814611119717,-1.5708674013767097,18,11,51,19.636363636363637,1,67,67.0
26,0.0,0.0,,0.291949987411499,10.879650115966797,-0.0003845225131474543,-0.010263584554195404,-0.010263584554195404,-0.026621725410223007,8,13,24,15.384615384615385,0,0,0.0
21,1.0,0.0,,0.43664979934692383,3.761993408203125,0.00047075345344339484,0.10036075115203857,0.10036075115203857,0.09598700702190399,193,15,29,13.133333333333333,0,0,0.0
5,0.0,0.0,,0.34850001335144043,2.8523499965667725,-0.0015132561309198365,-0.1167000291728172,-0.1167000291728172,-0.1364218514898549,88,19,28,13.105263157894736,1,3,3.0
5,0.0,0.0,,0.22864985466003418,45.47595179080963,-0.007352155018179161,-0.7231684829674515,-0.7231684829674515,-0.7271670862652551,166,8,126,35.25,1,28,28.0
23,0.0,0.0,,0.7966997623443604,0.09414982795715332,0.0015279621783932532,0.4137696325778961,0.4137696325778961,0.4124108552932739,352,13,65,16.692307692307693,0,0,0.0
14,0.0,0.0,,0.0037500858306884766,193.2297224998474,0.0004483402924166284,-0.827659837338103,-0.827659837338103,-0.8004136688687032,1,13,53,20.76923076923077,1,33,33.0
25,0.0,0.0,,0.3366611467467413,4.428699970245361,-0.007970378712761851,-0.5625861727890848,-0.5625861727890848,-0.5894242028092542,113,16,38,13.625,2,65,41.0
5,0.0,0.0,,0.9665000438690186,1.0046496391296387,0.0003574304589230246,0.5970733048869115,0.5970733048869115,0.5802159970203329,313,7,186,46.285714285714285,2,28,22.0
6,0.0,0.0,,1.0901000499725342,0.3961800875729078,0.0026647128465943776,0.4360847596694775,0.4360847596694775,0.4492387109858541,293,11,75,19.90909090909091,1,72,72.0
23,0.0,0.0,,0.8399499654769897,4.751649975776672,-0.0020504157778844377,0.1575968005076176,0.1575968005076176,0.12191821995729246,319,11,51,23.818181818181817,1,34,34.0
21,1.0,0.0,,0.33104991912841797,179.75452359726555,0.0011420106488635613,-0.49523694742293584,-0.49523694742293584,-0.47594456696556026,85,12,34,18.25,1,36,36.0
24,0.0,0.0,,0.4743499755859375,0.01665019989013672,0.00046109469724748604,0.2545219361782074,0.2545219361782074,0.2440977543592453,247,16,42,15.1875,0,0,0.0
18,1.0,0.0,,0.23984992504119873,1.864749789237976,-0.0005541099067213441,-0.012643773014805898,-0.012643773014805898,0.004800939559936531,136,7,93,33.714285714285715,1,9,9.0
25,0.0,0.0,,0.269550085067749,314.9529133439064,-0.0025729247043923794,-1.1527470742621009,-1.1527470742621009,-1.1201964457193283,27,11,20,14.272727272727273,1,18,18.0
14,0.0,0.0,,0.4844498634338379,6.19889223575592,-1.1462850883593498e-05,0.09559308080112233,0.09559308080112233,0.11348416027261111,61,9,125,31.11111111111111,2,21,18.5
1,1.0,0.0,,0.41249990463256836,5.392949819564819,-0.003684639612263789,-0.24933635587451838,-0.24933635587451838,-0.2414137132419563,208,9,83,26.22222222222222,2,41,24.0
21,0.0,0.0,,0.06060004234313965,159.83838534355164,0.0012559773789385124,-0.5517118561501596,-0.5517118561501596,-0.533445632235604,351,9,54,33.22222222222222,1,24,24.0
22,0.0,0.0,,0.5662000179290771,3.5758992433547974,-0.0005138409739084997,0.19899729219805293,0.19899729219805293,0.1894220945504388,199,12,65,21.75,1,16,16.0
15,0.0,0.0,,1.0485999584197998,2.2276504039764404,-0.0008218248677005507,0.361599040131609,0.361599040131609,0.35295964392027857,245,14,43,20.928571428571427,1,30,30.0
26,0.0,0.0,,0.5683999061584473,21.12083673477173,-0.0009788106949204047,0.000786762626376003,0.000786762626376003,-0.011165411211550236,45,11,32,13.181818181818182,0,0,0.0
2,1.0,0.0,,0.7982499599456787,2.54843855471838,0.0012054168516481044,0.26309957190388056,0.26309957190388056,0.252696066333805,356,5,122,55.8,1,26,26.0
17,1.0,0.0,,0.13104963302612305,1.6011500358581543,-0.0021724071958945748,-1.0474117994308472,-1.0474117994308472,-1.0284240245819092,11,11,57,19.0,0,0,0.0
2,0.0,0.0,,0.37794995307922363,14.18080198764801,-0.002086650115661842,-0.1450306491023686,-0.1450306491023686,-0.1444985790382855,52,16,31,12.8125,1,161,161.0
25,0.0,0.0,,1.0102001428604126,9.142655594543287,0.002367847068370241,0.3660698658278008,0.3660698658278008,0.3687141879416066,254,12,31,13.25,1,162,162.0
21,1.0,0.0,,0.45929956436157227,2.7220048904418945,0.00031497467897188537,0.1449533849954605,0.1449533849954605,0.1513064205646515,151,17,28,12.352941176470589,0,0,0.0
25,0.0,0.0,,0.7652499675750732,0.44030070304870605,0.000930670957298078,0.24606989395050777,0.24606989395050777,0.23215744634514815,190,13,36,15.615384615384615,1,18,18.0
15,0.0,0.0,,0.29509997367858887,5.928499937057495,-0.011457629449556249,-1.2373467129485614,-1.2373467129485614,-1.257698743281387,120,12,31,18.583333333333332,2,45,37.5
15,1.0,0.0,,0.6722002029418945,1.5078452825546265,0.0001724849005750056,0.14216802166957482,0.14216802166957482,0.13182476077223557,262,13,45,23.384615384615383,2,63,46.5
14,0.0,0.0,,0.29925012588500977,4.845694457331011,-0.00014190385541776792,0.0037586608854662472,0.0037586608854662472,0.0015823119891841023,87,8,63,36.5,2,44,37.0
17,1.0,0.0,,0.18869972229003906,15.97196888923645,0.0002000340746783037,-0.07310280203819275,-0.07310280203819275,-0.08591535687446594,246,12,78,25.25,0,0,0.0
24,0.0,0.0,,0.3634624225752692,0.9231511354446411,0.00036980996298272803,0.07644775601662174,0.07644775601662174,0.06328544667048483,298,14,42,15.785714285714286,1,27,27.0
24,1.0,0.0,,0.420199990272522,0.2828502655029297,0.0007847974621311609,0.1971731870448222,0.1971731870448222,0.179738638234846,241,9,65,34.333333333333336,1,27,27.0
3,1.0,0.0,,0.359649658203125,0.766629798071726,0.0009425582927666272,0.14831118623749548,0.14831118623749548,0.14522033744717236,355,7,47,31.142857142857142,1,251,251.0
12,1.0,0.0,,0.013900041580200195,54.22480022907257,-0.000966503588475755,-0.29136953083406975,-0.29136953083406975,-0.2743323644002279,1,16,43,18.5,1,33,33.0
14,0.0,0.0,,1.1405500173568726,0.2818998098373413,0.0012059186868819808,0.6354461046827942,0.6354461046827942,0.6339271206786667,144,12,125,25.666666666666668,1,21,21.0
7,1.0,0.0,,0.01750040054321289,67.11076974868774,-0.0005305533558426043,-0.2324039191007614,-0.2324039191007614,-0.23399341106414795,9,5,177,61.0,0,0,0.0
15,0.0,0.0,,0.3116208122622579,98.64110428094864,0.0029945185232841866,-0.39692629018083675,-0.39692629018083675,-0.4082981392330946,354,14,33,17.214285714285715,2,30,23.0
24,0.0,0.0,,0.4353499412536621,0.11140000820159912,0.00034090690547135044,0.1885895311665468,0.1885895311665468,0.18406257921238006,356,15,42,15.6,1,25,25.0
25,0.0,0.0,,0.41355013847351074,1.5033001899719238,0.0003745511852115198,0.13887238502502441,0.13887238502502441,0.14052172005176544,161,12,47,23.583333333333332,0,0,0.0
1,1.0,0.0,,0.5632998943328857,0.06594991683959961,0.00024284177883686858,0.1891256340411531,0.1891256340411531,0.16550180212311122,297,13,54,21.53846153846154,1,14,14.0
18,1.0,0.0,,0.23615002632141113,180.81811940670013,-0.006521480187379102,-0.7497517064172012,-0.7497517064172012,-0.757978257925614,131,12,69,18.166666666666668,1,5,5.0
26,0.0,0.0,,0.7874503135681152,0.07379984855651855,0.001574736506361174,0.3349215090274811,0.3349215090274811,0.3305065333843231,241,15,24,13.0,0,0,0.0
7,1.0,0.0,,0.27895021438598633,35.69016695022583,0.0004055361456931723,-0.08681869506835938,-0.08681869506835938,-0.08412612229585648,331,4,177,77.5,0,0,0.0
23,0.0,0.0,,0.5871000289916992,12.363104820251465,0.00214234994952049,0.11659784615039825,0.11659784615039825,0.11766736209392548,356,11,51,20.181818181818183,0,0,0.0
23,0.0,0.0,,0.26424992084503174,79.29677629470825,0.0013980248148703408,-0.42328071994941774,-0.42328071994941774,-0.4040498879587226,209,8,42,16.375,1,56,56.0
6,0.0,0.0,,0.6008503437042236,2.9608585593897248,0.0013136553994576106,0.16240097394510478,0.16240097394510478,0.16481523267481968,292,13,30,15.76923076923077,1,108,108.0
3,0.0,0.0,,0.17350006103515625,1.378867695952536,0.0004376603506534449,0.07433624561427354,0.07433624561427354,0.08533567336686501,39,10,51,24.1,1,310,310.0
24,0.0,0.0,,0.5731625301497321,1.1619993448257446,-0.0007714472835469008,0.24782432594887016,0.24782432594887016,0.2342274190476222,91,14,26,13.285714285714286,1,27,27.0
22,0.0,0.0,,0.5659499168395996,6.235979378223419,0.0019091019214822465,0.1254053249412558,0.1254053249412558,0.13925416314083597,354,14,60,21.071428571428573,1,11,11.0
15,0.0,0.0,,0.07624983787536621,186.54443228244784,-0.00761226411732174,-1.4934703094952582,-1.4934703094952582,-1.4704459396036602,81,10,31,18.1,2,51,48.0
25,0.0,0.0,,0.14045000076293945,111.67321211274935,0.000742018665507472,-0.372995402799601,-0.372995402799601,-0.3440625690480599,129,13,38,12.384615384615385,2,17,16.0
25,0.0,0.0,,0.36120033264160156,3.646639347076416,0.0004104567473145434,0.0867353305220604,0.0867353305220604,0.0792979970574379,164,12,47,23.833333333333332,0,0,0.0
13,1.0,0.0,,0.09890007972717285,4.129300117492676,-0.0021225924446873715,-0.13857032671695999,-0.13857032671695999,-0.1453701530677685,106,6,133,50.0,1,14,14.0
5,0.0,0.0,,0.24955034255981445,93.2300181388855,-0.0022351412337846743,-0.338595449924469,-0.338595449924469,-0.3307498097419739,112,9,125,32.333333333333336,0,0,0.0
9,1.0,0.0,,0.5472500324249268,13.071484923362734,0.0008581667653109133,0.06810043338967972,0.06810043338967972,0.06689476721346789,225,9,104,30.22222222222222,1,18,18.0
1,1.0,0.0,,0.3330498933792114,1.7499511241912842,-0.0005990367108060236,0.0485192791086619,0.0485192791086619,0.059215740482411135,52,16,49,17.3125,1,14,14.0
24,0.0,0.0,,0.27579987049102783,14.349211692810059,0.0002798365050641384,0.010034134574964935,0.010034134574964935,0.009560283831352193,348,14,52,21.142857142857142,1,21,21.0
22,0.0,0.0,,0.0,28.200924813747406,-0.00023974541215220763,-0.2604736922835769,-0.2604736922835769,-0.24969522018762202,0,17,60,17.470588235294116,2,23,17.0
6,0.0,0.0,,0.573699951171875,0.06375002861022949,0.0011694887724220781,0.24236425097916975,0.24236425097916975,0.25053777288620244,353,13,44,21.23076923076923,1,108,108.0
3,0.0,0.0,,0.32725000381469727,30.320954799652107,0.0020526081134943693,-0.012222520777491294,-0.012222520777491294,-0.008875568888866078,245,12,42,19.5,2,16,15.0
7,1.0,0.0,,0.3038005828857422,29.135070323944092,0.000713760253183365,-0.0533674880862236,-0.0533674880862236,-0.05512146279215813,310,4,177,72.25,0,0,0.0
25,0.0,0.0,,0.5839000940322876,0.24564969539642334,0.0003579842966396481,0.23406077483121088,0.23406077483121088,0.21815757994248064,46,11,36,20.09090909090909,1,18,18.0
4,0.0,0.0,,1.0212502479553223,2.4848272141876766,0.002570902697693681,0.6565755241725291,0.6565755241725291,0.6374859557973828,343,4,81,59.0,1,21,21.0
6,0.0,0.0,,0.14655017852783203,178.7488743066788,-0.0027720743150051906,-0.7434879501326745,-0.7434879501326745,-0.7315348739305662,7,12,44,22.166666666666668,2,18,17.0
