participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
15,0.0,1.0,0.5,0.7962002754211426,4.8493452072143555,0.0008449273550989606,0.32181310653686523,0.32181310653686523,0.3188479542732239,175,9,39,21.555555555555557,0,0,0.0
25,0.0,1.0,0.5,0.5998050510883335,0.08364987373352051,0.0007923018250183251,0.2797820935396253,0.2797820935396253,0.2873203044352324,81,10,81,28.7,1,19,19.0
3,0.0,1.0,0.5,0.8912498950958252,0.058949947357177734,0.0003375867629720192,0.48334189790303633,0.48334189790303633,0.4600719123109658,259,11,40,20.545454545454547,2,20,18.0
4,1.0,1.0,1.0,0.5707497596740723,55.26158404350281,-0.0024429071261752797,-0.08147291839122772,-0.08147291839122772,-0.08318064361810684,142,7,145,32.142857142857146,0,0,0.0
24,1.0,1.0,1.0,0.17859983444213867,160.05395805835724,-0.00792441899135767,-1.225896310405571,-1.225896310405571,-1.2035883927437327,63,10,58,21.4,1,36,36.0
4,0.0,1.0,0.5,0.15614986419677734,242.9538140296936,-0.00467698452840213,-1.6351711750030518,-1.6351711750030518,-1.599778413772583,29,11,62,16.272727272727273,0,0,0.0
17,1.0,1.0,0.5,0.7137501239776611,0.561398983001709,0.00032124083518012567,0.2736228108406067,0.2736228108406067,0.2662131190299988,214,15,35,13.733333333333333,0,0,0.0
19,1.0,1.0,1.0,0.07555007934570312,311.98932802677155,-0.002853907315122055,-1.0687815702262045,-1.0687815702262045,-1.0397802995869252,45,11,95,25.363636363636363,1,24,24.0
6,1.0,1.0,0.5,0.0,305.72985422611237,-0.006237138815940011,-1.345779923163876,-1.345779923163876,-1.335614601077802,0,9,50,27.666666666666668,1,86,86.0
26,1.0,1.0,1.0,0.5402002334594727,0.008800506591796875,0.0007486317427730377,0.23868831992149353,0.23868831992149353,0.24864110350608826,285,15,22,13.266666666666667,0,0,0.0
18,1.0,1.0,0.5,0.8119997978210449,0.18004989624023438,0.0006545295063199733,0.2676480710506439,0.2676480710506439,0.2894587814807892,226,13,33,16.76923076923077,0,0,0.0
23,1.0,1.0,1.0,0.21405029296875,228.00903797149658,-0.007149382207399217,-1.0029796361923218,-1.0029796361923218,-0.9992173314094543,43,9,57,17.444444444444443,0,0,0.0
16,1.0,1.0,0.5,0.46000003814697266,1.0043487548828125,0.0008916184151024913,0.15530817210674286,0.15530817210674286,0.14738483726978302,270,13,31,17.923076923076923,0,0,0.0
18,1.0,1.0,0.5,1.28385585195878,12.509670539373019,-0.0007009249720391515,0.11587119820405122,0.11587119820405122,0.08511224963951357,89,10,29,15.8,2,98,65.5
22,1.0,1.0,1.0,0.1708998680114746,48.63720214366913,-0.006463844844280623,-0.5789831295734694,-0.5789831295734694,-0.5764657613563218,208,7,96,43.285714285714285,1,32,32.0
26,1.0,1.0,1.0,0.16590023040771484,157.52374625205994,-0.004987602829209716,-0.585854172706604,-0.585854172706604,-0.5686017274856567,158,3,112,77.0,0,0,0.0
