participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
18,1.0,0.0,,0.11629962921142578,5.9010186195373535,-0.0006569460360177705,-0.0646933987736702,-0.0646933987736702,-0.041000187397003174,31,3,32,28.333333333333332,0,0,0.0
23,0.0,0.0,,0.5938000679016113,4.296599626541138,0.005870920829419658,0.08559449017047882,0.08559449017047882,0.11742502450942993,100,5,11,8.4,0,0,0.0
19,1.0,0.0,,0.16954994201660156,0.05929994583129883,0.0011467084117319395,0.09946547448635101,0.09946547448635101,0.09598749876022339,101,0,0,0.0,0,0,0.0
7,1.0,0.0,,0.07109975814819336,7.115464210510254,-0.0015309722865633083,-0.10244562476873398,-0.10244562476873398,-0.08900648355484009,27,2,33,26.5,0,0,0.0
3,1.0,0.0,,0.006899833679199219,2.0209505558013916,-0.003915509403380461,-0.25592216110637045,-0.25592216110637045,-0.26171858029233075,18,5,22,11.2,1,17,17.0
13,1.0,0.0,,0.010600090026855469,8.58760142326355,-0.00304247284028205,-0.36319152208474964,-0.36319152208474964,-0.3428286143051562,1,4,18,15.0,1,14,14.0
18,1.0,0.0,,0.301450252532959,2.2584969997406006,0.0004986271850140492,-0.03886435553431511,-0.03886435553431511,-0.03654354810714722,2,4,44,24.5,0,0,0.0
9,1.0,0.0,,0.333249568939209,1.6038026809692383,-0.0007507645311541241,0.07586763054132462,0.07586763054132462,0.07786226272583008,79,3,40,26.666666666666668,0,0,0.0
19,0.0,0.0,,0.041699886322021484,19.305250644683838,-0.006666546257084328,-0.3783419132232666,-0.3783419132232666,-0.3767688274383545,2,5,39,16.2,0,0,0.0
1,1.0,0.0,,0.2505502700805664,0.18854951858520508,0.0011149802436114598,0.06458727270364761,0.06458727270364761,0.06458759307861328,76,5,25,19.6,0,0,0.0
24,1.0,0.0,,0.12574982643127441,4.18845009803772,0.0019752089206117192,-0.0751551166176796,-0.0751551166176796,-0.05825623869895935,114,2,65,36.0,0,0,0.0
14,0.0,0.0,,0.11114978790283203,1.867800235748291,-0.005859654228676818,-0.2053242027759552,-0.2053242027759552,-0.17650026082992554,33,6,22,11.5,0,0,0.0
22,0.0,0.0,,0.05984997749328613,0.7481503486633301,-0.002361313464120673,-0.06137019395828247,-0.06137019395828247,-0.05206882953643799,31,3,34,29.666666666666668,0,0,0.0
26,0.0,0.0,,0.24009990692138672,0.0406498908996582,0.001746475409835447,0.16214784979820251,0.16214784979820251,0.15020620822906494,78,0,0,0.0,0,0,0.0
16,1.0,0.0,,0.256500244140625,0.029349803924560547,0.0015357259555055128,0.11618927121162415,0.11618927121162415,0.12126868963241577,97,0,0,0.0,0,0,0.0
22,0.0,0.0,,0.14494991302490234,0.7620494365692139,0.0017497151445603942,0.02305000089108944,0.02305000089108944,0.02746880054473877,116,1,96,96.0,0,0,0.0
3,1.0,0.0,,0.47134971618652344,0.07610034942626953,0.002746416807878551,0.2629212737083435,0.2629212737083435,0.2414562702178955,77,4,40,25.5,0,0,0.0
12,1.0,0.0,,0.5538496971130371,0.02115011215209961,-0.0011855813875229662,0.21303190290927887,0.21303190290927887,0.18878111243247986,3,6,13,10.333333333333334,0,0,0.0
5,0.0,0.0,,0.0,22.753546833992004,-0.007210807984192086,-1.036199388341007,-1.036199388341007,-0.9401248097419739,0,5,22,12.0,0,0,0.0
9,0.0,0.0,,0.04709959030151367,0.09630060195922852,7.263686463334409e-06,0.00570327416062355,0.00570327416062355,0.00615614652633667,24,1,19,19.0,0,0,0.0
21,1.0,0.0,,0.8533496856689453,1.581300973892212,0.0083708550890042,0.08887670189142227,0.08887670189142227,0.09789979457855225,105,3,29,21.0,0,0,0.0
5,0.0,0.0,,0.5001001358032227,0.5642504692077637,0.00486018472284574,0.17551781237125397,0.17551781237125397,0.14756864309310913,92,3,33,22.666666666666668,0,0,0.0
7,0.0,0.0,,0.10570001602172852,14.902460098266602,0.0014797185768543964,-0.15813815593719482,-0.15813815593719482,-0.14698761701583862,109,2,86,53.5,0,0,0.0
24,0.0,0.0,,0.13684988021850586,0.48954999446868896,-0.0046545499031951055,-0.16081242326997283,-0.16081242326997283,-0.14385380182001328,30,3,45,24.666666666666668,1,21,21.0
12,1.0,0.0,,0.0852501392364502,14.659096002578735,-0.002502371807204434,-0.21987342834472656,-0.21987342834472656,-0.19379988312721252,16,4,54,24.75,0,0,0.0
3,1.0,0.0,,0.06929969787597656,11.589601993560791,-0.016215901188380993,-0.984184980392456,-0.984184980392456,-0.9740065336227417,2,4,27,24.5,0,0,0.0
15,0.0,0.0,,0.6811997890472412,0.1387498378753662,0.006109723158139514,0.3170153498649597,0.3170153498649597,0.31774377822875977,116,5,17,10.4,0,0,0.0
12,1.0,0.0,,0.529900312423706,1.8043489456176758,0.0030743260895179213,0.04733043450575608,0.04733043450575608,0.04023018250098598,96,4,37,23.5,1,27,27.0
