participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
15,0.0,1.0,0.5,0.24125003814697266,62.094277143478394,0.0016427223024977932,-0.2216258943080902,-0.2216258943080902,-0.186465322971344,205,11,39,19.818181818181817,0,0,0.0
25,0.0,1.0,0.5,0.7056049644947056,0.0852499008178711,0.0010506974687788527,0.3558353679854663,0.3558353679854663,0.3530703391717828,111,11,40,20.09090909090909,1,19,19.0
3,0.0,1.0,0.5,0.7406497001647949,2.742150068283081,0.0011232257680995298,0.31736173215700464,0.31736173215700464,0.3194379105577805,289,11,40,22.181818181818183,2,20,10.5
24,1.0,1.0,1.0,0.21484994888305664,112.56439936161041,-0.009048488857668796,-1.0633324715269714,-1.0633324715269714,-1.0526099059532528,93,9,58,24.88888888888889,1,36,36.0
4,0.0,1.0,0.5,0.15485000610351562,184.8750970363617,-0.0063241438353309,-1.473517894744873,-1.473517894744873,-1.429123878479004,59,8,92,23.0,0,0,0.0
17,1.0,1.0,0.5,0.5935499668121338,3.812303304672241,0.0010127946745629103,0.14221815764904022,0.14221815764904022,0.13846080005168915,244,15,35,13.733333333333333,0,0,0.0
19,1.0,1.0,1.0,0.29690003395080566,229.35569036006927,-0.003613271765983893,-0.7603745367012772,-0.7603745367012772,-0.7368722521345142,75,9,95,30.333333333333332,1,63,63.0
6,1.0,1.0,0.5,0.06410026550292969,253.86643373966217,-0.007337497273940792,-1.2055241049838668,-1.2055241049838668,-1.1873057001333924,23,10,50,28.2,1,86,86.0
26,1.0,1.0,1.0,0.6160502433776855,0.06215023994445801,0.0008068938865933287,0.280738890171051,0.280738890171051,0.28401726484298706,315,17,21,11.823529411764707,0,0,0.0
18,1.0,1.0,0.5,1.0814497470855713,0.0,0.001212174092707535,0.5066782832145691,0.5066782832145691,0.5038304328918457,256,13,33,16.23076923076923,0,0,0.0
23,1.0,1.0,1.0,0.08715009689331055,195.2718105316162,-0.007706492475006794,-0.9986398816108704,-0.9986398816108704,-0.9889370203018188,73,9,57,19.333333333333332,0,0,0.0
16,1.0,1.0,0.5,0.66444993019104,0.14855027198791504,0.0009838534590419865,0.31890133023262024,0.31890133023262024,0.30158254504203796,300,15,31,16.466666666666665,0,0,0.0
18,1.0,1.0,0.5,1.5430558288798615,0.012749910354614258,-6.167445095295803e-05,0.37184189564707565,0.37184189564707565,0.3829629527239637,119,11,29,16.90909090909091,2,33,24.5
26,1.0,1.0,1.0,0.21754980087280273,127.63440179824829,-0.005335711173994368,-0.4681535065174103,-0.4681535065174103,-0.4560086131095886,188,2,142,108.0,0,0,0.0
5,1.0,1.0,0.5,1.0196499824523926,13.065805315971375,0.0035798991357369548,0.3533888828186762,0.3533888828186762,0.35051042131145893,248,16,55,18.6875,1,67,67.0
10,1.0,1.0,1.0,0.5816502571105957,70.18780159950256,-0.0044438048689880135,-0.18828054436114655,-0.18828054436114655,-0.19530653131419215,108,12,83,23.166666666666668,1,28,28.0
13,1.0,1.0,1.0,0.19091665117364176,91.68198323249817,-0.006667508812540972,-0.6053368604483724,-0.6053368604483724,-0.5899964686480302,168,7,168,37.0,1,10,10.0
22,1.0,1.0,1.0,0.28584980964660645,114.43770384788513,-0.007304847485589947,-0.6687988623851487,-0.6687988623851487,-0.6598111612808487,54,10,84,31.3,1,30,30.0
