participant,study_status,scene_familiarity,recall_status,peak_pupil,pupil_AUC,pupil_slope,pupil_mean,avg_pupil_size,avg_pupil_size_downsample,time_to_peak,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration
6,0.0,0.0,,0.07010006904602051,215.91868662834167,-0.0025709222430545684,-1.2981714231555472,-1.2981714231555472,-1.2856525412777013,2,11,26,14.727272727272727,1,18,18.0
5,0.0,0.0,,0.8027499914169312,0.7449356965851366,0.0025753307142736353,0.28465382408995166,0.28465382408995166,0.26181657690750926,232,10,36,17.4,1,17,17.0
25,0.0,0.0,,0.2846611009703741,4.4807000160217285,-0.007588094487439037,-0.3803352462088509,-0.3803352462088509,-0.34471307972157966,42,8,38,17.5,2,17,16.5
16,1.0,0.0,,0.39855027198791504,12.283141136169434,0.001889020659949191,-0.0492723227050234,-0.0492723227050234,-0.058589271431654905,236,5,44,23.6,1,16,16.0
4,0.0,0.0,,0.3186502456665039,4.213499426841736,-0.0056707360883020376,-0.2965243838507415,-0.2965243838507415,-0.29879263765161684,85,11,26,13.818181818181818,1,21,21.0
25,0.0,0.0,,0.8192000389099121,0.0,0.00019386744537849794,0.37976351392923025,0.37976351392923025,0.35431482056906544,24,9,38,13.444444444444445,2,17,16.0
16,1.0,0.0,,0.413100004196167,5.567749977111816,-0.003357782923714474,-0.04546674142909955,-0.04546674142909955,0.044703340530395506,147,6,52,28.5,1,7,7.0
6,0.0,0.0,,0.11755288348478388,89.02169954776764,-0.0021501002355052328,-0.48033775911049503,-0.48033775911049503,-0.4539301797455432,19,6,44,26.833333333333332,1,16,16.0
4,0.0,0.0,,0.5297000408172607,10.085699081420898,0.002700090606054875,0.02168715000152588,0.02168715000152588,0.02716004103422165,231,12,26,13.166666666666666,0,0,0.0
23,0.0,0.0,,0.3921499252319336,1.827300786972046,-0.001927509419604388,0.07368533872853855,0.07368533872853855,0.07912827939480731,17,7,28,17.714285714285715,1,46,46.0
19,1.0,0.0,,0.846400260925293,2.2806496620178223,0.003022615375521447,0.39820465445518494,0.39820465445518494,0.41694003343582153,147,8,27,15.75,0,0,0.0
21,1.0,0.0,,0.7055001258850098,3.5922000408172607,-0.00142177144672411,-0.3732527849040454,-0.3732527849040454,-0.31491271945899724,180,7,37,19.285714285714285,2,35,34.5
23,0.0,0.0,,0.29510021209716797,88.70945334434509,-0.009505385103480677,-0.6032978892326355,-0.6032978892326355,-0.5739700198173523,106,4,106,36.5,0,0,0.0
26,0.0,0.0,,0.014750003814697266,4.878649950027466,-0.007290227869659381,-0.5858676677514733,-0.5858676677514733,-0.5110419430808416,8,13,30,13.23076923076923,2,20,19.5
13,1.0,0.0,,0.08614993095397949,12.407771609723568,-8.450939105619686e-06,-0.1531693085336484,-0.1531693085336484,-0.09199035426991144,103,8,36,18.75,1,31,31.0
21,0.0,0.0,,0.1262502670288086,33.83898091316223,-0.0025694465766762957,-0.28284087777137756,-0.28284087777137756,-0.26055967807769775,93,2,88,60.5,0,0,0.0
11,0.0,0.0,,1.118933379650116,1.203649878501892,-0.0005944915369617712,-0.03221532564122968,-0.03221532564122968,-0.04948479391279674,139,10,31,13.4,1,17,17.0
8,1.0,0.0,,0.5571000576019287,1.4523003101348877,0.002232556237688694,0.17996752262115479,0.17996752262115479,0.165293350815773,230,12,28,11.75,0,0,0.0
2,0.0,0.0,,0.5261000394821167,15.11144721508026,-0.000892960603923373,0.015152470974982539,0.015152470974982539,0.013421079295063858,114,5,62,31.4,2,70,38.0
9,0.0,0.0,,0.2610502243041992,5.856931851704914,0.0014218505411750537,0.01949535744099678,0.01949535744099678,0.011103716760697798,234,5,133,43.6,2,26,24.0
2,1.0,0.0,,0.4878000020980835,2.6845500469207764,-0.0003051860266026051,0.15311529289318038,0.15311529289318038,0.18206332524617513,219,4,122,55.75,1,3,3.0
19,0.0,0.0,,0.46598852597750096,0.0,0.0008542751518812881,0.17000940530109004,0.17000940530109004,0.1482897174227368,77,3,63,53.666666666666664,2,27,26.0
17,1.0,0.0,,0.4729001522064209,0.0038497447967529297,0.0016664095708457843,0.2114200023659171,0.2114200023659171,0.19134862555397886,231,5,49,39.8,1,15,15.0
1,1.0,0.0,,0.007100105285644531,28.18319320678711,-0.0008279369407537055,-0.257181957804201,-0.257181957804201,-0.22194821611828353,33,10,41,16.5,1,73,73.0
23,0.0,0.0,,0.33535003662109375,0.3789501190185547,0.0009854861582208588,0.056196630001068115,0.056196630001068115,0.0573197677731514,217,2,135,107.5,0,0,0.0
24,0.0,0.0,,0.4750998020172119,0.0,0.0015071866090012466,0.259991854429245,0.259991854429245,0.25077322125434875,209,6,40,25.833333333333332,0,0,0.0
23,0.0,0.0,,0.10214972496032715,15.567756652832031,-0.0017019668319656152,-0.1927068972889381,-0.1927068972889381,-0.17469760148794553,71,9,27,17.0,1,46,46.0
1,1.0,0.0,,0.2848496437072754,0.09545087814331055,0.0006801531590936367,0.11254021525382996,0.11254021525382996,0.1027730330824852,220,7,54,28.571428571428573,0,0,0.0
24,1.0,0.0,,0.2371997833251953,0.42835092544555664,5.747067858657483e-05,0.07292577624320984,0.07292577624320984,0.08035321533679962,103,10,36,17.1,0,0,0.0
23,0.0,0.0,,1.169350028038025,0.21944987773895264,0.0009349001277987412,0.6074409937556786,0.6074409937556786,0.6116836403355455,113,5,27,15.0,1,56,56.0
12,1.0,0.0,,0.16625022888183594,5.090299844741821,-0.009327063363676035,-0.560194563765063,-0.560194563765063,-0.4303532802930442,97,11,41,16.0,1,30,30.0
8,1.0,0.0,,0.13635015487670898,14.49804937839508,-0.008498656548535393,-0.5014324791823761,-0.5014324791823761,-0.44659485466340004,92,5,65,38.0,1,67,67.0
4,0.0,0.0,,1.2035999298095703,0.08384990692138672,0.00345917606743889,0.5229884386062622,0.5229884386062622,0.47518664598464966,236,9,15,8.88888888888889,0,0,0.0
16,1.0,0.0,,0.5781993865966797,0.048351287841796875,0.0018862769621262707,0.2800542116165161,0.2800542116165161,0.27866649627685547,235,3,133,69.66666666666667,0,0,0.0
8,1.0,0.0,,0.3760497570037842,3.9290575981140137,0.00019141840382270905,0.05242959409952164,0.05242959409952164,0.06262316554784775,226,11,28,11.909090909090908,0,0,0.0
4,0.0,0.0,,0.9339499473571777,0.39349961280822754,0.0031157675123918553,0.3966127038002014,0.3966127038002014,0.3624933660030365,193,8,33,11.25,0,0,0.0
9,1.0,0.0,,0.16000008583068848,30.74730110168457,-0.012912805641405876,-1.0111923942083045,-1.0111923942083045,-0.9585500876108806,64,8,66,18.875,1,11,11.0
14,0.0,0.0,,0.24734997749328613,8.372376522357559,0.0008579511293827106,0.0020031677519721826,0.0020031677519721826,-0.004087701577825638,215,7,53,22.0,1,122,122.0
19,0.0,0.0,,0.24544978141784668,65.65245485305786,-0.008049413867415428,-0.6199448219331508,-0.6199448219331508,-0.5698662644340878,77,7,40,20.857142857142858,1,27,27.0
22,0.0,0.0,,0.33964991569519043,3.2005505561828613,-0.00017761297427541868,0.059765802908547314,0.059765802908547314,0.05460608185840255,135,5,54,36.6,1,34,34.0
8,1.0,0.0,,0.15920019149780273,2.046449899673462,-0.007135782905286035,-0.3834497420596674,-0.3834497420596674,-0.3477497958201987,103,5,65,40.2,1,67,67.0
24,0.0,0.0,,0.34115004539489746,0.20550012588500977,0.0006408932711682425,0.16191354393959045,0.16191354393959045,0.16768336296081543,192,9,42,17.88888888888889,0,0,0.0
25,0.0,0.0,,0.619300127029419,0.8523002862930298,-0.0010718507878109918,0.15981884721965225,0.15981884721965225,0.16214726441148397,94,6,20,12.333333333333334,1,19,19.0
9,1.0,0.0,,0.12404990196228027,13.178104758262634,0.0007668979064229015,-0.08072280632292671,-0.08072280632292671,-0.07130039220500901,133,10,45,19.0,1,16,16.0
24,1.0,0.0,,0.11400008201599121,2.3887494802474976,-0.0015430048155554226,-0.10777493871214018,-0.10777493871214018,-0.10369533895394997,75,10,41,18.4,1,27,27.0
2,0.0,0.0,,0.050300002098083496,29.839250922203064,-0.0021781216257964887,-0.5205181560435879,-0.5205181560435879,-0.5001483567988251,10,9,31,15.88888888888889,1,48,48.0
24,1.0,0.0,,0.009550094604492188,5.583850860595703,-0.001686984382810921,-0.3200089633464813,-0.3200089633464813,-0.3044067323207855,2,9,32,17.555555555555557,0,0,0.0
4,0.0,0.0,,0.676800012588501,14.21622201176577,0.0015527748922786837,0.06988899365759095,0.06988899365759095,0.12410936432476187,217,6,80,32.166666666666664,1,85,85.0
6,0.0,0.0,,0.00605010986328125,90.14360666275024,-0.002812641226136906,-0.5711884498596191,-0.5711884498596191,-0.5400366187095642,1,12,16,9.25,0,0,0.0
4,0.0,0.0,,0.0,99.66724014282227,-0.005334613915794624,-1.5942658185958862,-1.5942658185958862,-1.5368497371673584,0,11,21,11.636363636363637,0,0,0.0
17,1.0,0.0,,0.0209500789642334,38.973451104569946,-0.0008170684754092271,-0.4524269257416705,-0.4524269257416705,-0.44405978376983757,6,9,26,14.11111111111111,1,46,46.0
23,0.0,0.0,,0.6309499740600586,4.9606499671936035,-0.005502589528128674,-0.041475080739596756,-0.041475080739596756,0.0563752884505897,203,8,47,26.25,1,30,30.0
1,1.0,0.0,,0.639899730682373,0.0773000717163086,0.0014434115166638412,0.3109668791294098,0.3109668791294098,0.3135398030281067,171,7,69,27.714285714285715,0,0,0.0
9,0.0,0.0,,0.3661503791809082,0.19379949569702148,-0.000255688472437343,0.14592872560024261,0.14592872560024261,0.14985673129558563,64,7,95,27.142857142857142,0,0,0.0
18,1.0,0.0,,0.1784496307373047,5.95862340927124,0.0003761016034653806,-0.028165215626358986,-0.028165215626358986,-0.028373559936881065,161,5,93,41.2,0,0,0.0
16,1.0,0.0,,0.4774000644683838,3.351923343519954,0.0023441391369098145,0.135590929522293,0.135590929522293,0.13361093782561598,188,6,38,22.5,1,106,106.0
12,0.0,0.0,,0.0699000358581543,31.315725684165955,-0.0021777624653078966,-0.2614480015597766,-0.2614480015597766,-0.2448232695902763,1,11,25,13.090909090909092,1,33,33.0
17,1.0,0.0,,0.5370498895645142,2.4211500883102417,-0.002633847073106988,0.03487041353676389,0.03487041353676389,0.059366607666015626,86,8,26,17.25,0,0,0.0
3,1.0,0.0,,0.10199999809265137,25.021650791168213,-0.002373847444709412,-0.2588682534322457,-0.2588682534322457,-0.24544761136726098,42,11,33,13.636363636363637,1,17,17.0
16,0.0,0.0,,0.4025000333786011,8.855399012565613,-0.001240188857937234,-0.018399546921001722,-0.018399546921001722,-0.008355308711577613,236,8,27,14.375,1,36,36.0
22,0.0,0.0,,0.47880005836486816,4.278450012207031,-0.0026606142837057103,0.16543690841409228,0.16543690841409228,0.2766066312789917,123,6,64,33.166666666666664,0,0,0.0
24,1.0,0.0,,0.2287001609802246,6.013193845748901,0.0011995331882509962,-0.02344508469104767,-0.02344508469104767,-0.02134658582508564,213,5,65,41.6,0,0,0.0
6,0.0,0.0,,1.077609317302704,0.04960012435913086,0.0014031441655372886,0.48232356304860824,0.48232356304860824,0.4770920261144639,157,9,28,15.11111111111111,1,99,99.0
6,0.0,0.0,,0.05410003662109375,204.53459215164185,-0.004689554679940082,-1.2555393875902716,-1.2555393875902716,-1.218119246081302,15,11,26,15.909090909090908,1,18,18.0
10,1.0,0.0,,0.12744998931884766,31.594150066375732,-0.0029072060616168694,-0.29891392349693846,-0.29891392349693846,-0.28284335136413574,16,8,47,18.25,1,4,4.0
23,0.0,0.0,,0.24895000457763672,8.66513967514038,0.00042262319103359536,-0.06970961391925812,-0.06970961391925812,-0.04574324190616608,233,7,25,15.428571428571429,0,0,0.0
8,1.0,0.0,,0.22620010375976562,8.219504117965698,-0.0004906643147497013,-0.06543087214231491,-0.06543087214231491,-0.05641008913516998,64,13,28,12.692307692307692,0,0,0.0
17,1.0,0.0,,0.408000111579895,0.14586569146907058,0.0014459243634380185,0.14235322410044288,0.14235322410044288,0.13826259285461356,196,10,26,11.5,1,46,46.0
17,1.0,0.0,,0.3443000316619873,0.11035013198852539,-0.00047700992708980485,0.18035952746868134,0.18035952746868134,0.18064004182815552,117,9,48,17.333333333333332,0,0,0.0
21,1.0,0.0,,1.086899995803833,0.675100564956665,-0.00018543109689638616,0.6489200255035851,0.6489200255035851,0.6208428529311644,45,8,35,17.625,1,152,152.0
14,0.0,0.0,,0.0,81.10545420646667,-9.531104963142202e-05,-0.38472858461146614,-0.38472858461146614,-0.35980478657616505,0,4,125,44.0,1,21,21.0
2,0.0,0.0,,0.6818000078201294,4.381500005722046,-0.0031153022181156387,0.20019937089726894,0.20019937089726894,0.3028139148690625,186,8,28,13.0,2,21,18.5
12,0.0,0.0,,0.4072000980377197,0.0,7.325695433933892e-05,0.24059906601905823,0.24059906601905823,0.2378634661436081,96,11,39,19.272727272727273,0,0,0.0
