feature_subset,buffer_size,window_size,configuration,trial_id,model_name,model_params,avg_kappa,std_kappa,cv_kappa,ci_95_lower,ci_95_upper,t_statistic,p_value,standard_error,kappa_overall,avg_f1,std_f1,f1_overall,avg_accuracy,std_accuracy,accuracy_overall,balanced_accuracy,roc_avg,source_file
pupil_saccade_microsaccade_features,250ms,2sec,pupil_saccade_microsaccade_features_250ms_buff_2sec_window,232,randomforest,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': 67}",0.2307406009376439,0.1916734350464694,0.830687942510247,0.13542364413157074,0.32605755774371703,5.107382050470715,4.3791165188045156e-05,0.045177861898225924,0.202869067029663,0.6453581507023342,0.1184415754868314,0.6316897275518039,0.6717852800841472,0.0966908233160318,0.6577060931899642,0.5929655474972924,0.5832179432692176,/home/exx/caleb/Modeling_Rec_Memory/exp_2/train_results/exp2_feature_scaling_class_weights/pupil_saccade_microsaccade_features/250ms_buff_2sec_window/full_search.csv
pupil_microsaccade_features,250ms,2sec,pupil_microsaccade_features_250ms_buff_2sec_window,528,randomforest,"{'criterion': 'gini', 'max_features': None, 'n_estimators': 65}",0.2298417188813752,0.1583131953645036,0.6887922529252031,0.15111441897812358,0.30856901878462684,6.159536012638631,5.2446511242809635e-06,0.03731477799785041,0.2012468936652569,0.6279396395766275,0.113763736176761,0.6317007029514714,0.6506199484349944,0.0888426043187001,0.6469534050179212,0.5949260361113777,0.595316762863136,/home/exx/caleb/Modeling_Rec_Memory/exp_2/train_results/exp2_feature_scaling_class_weights/pupil_microsaccade_features/250ms_buff_2sec_window/full_search.csv
pupil_fixation_blink_features,250ms,2sec,pupil_fixation_blink_features_250ms_buff_2sec_window,617,AdaBoost,"{'algorithm': 'SAMME', 'learning_rate': 1.8142857142857143, 'n_estimators': 41}",0.202235272936066,0.186774436575297,0.9235502484986546,0.10935453075491751,0.29511601511721447,4.593838498789019,0.0001292149694027689,0.044023156884896414,0.1602916448827909,0.6232289664764528,0.105976064028445,0.6111071663663515,0.6335045747539944,0.0948609899161201,0.6182795698924731,0.5777614784551898,0.5812505997998383,/home/exx/caleb/Modeling_Rec_Memory/exp_2/train_results/exp2_feature_scaling_class_weights/pupil_fixation_blink_features/250ms_buff_2sec_window/full_search.csv
fixation_features,250ms,2sec,fixation_features_250ms_buff_2sec_window,971,AdaBoost,"{'algorithm': 'SAMME.R', 'learning_rate': 1.2428571428571429, 'n_estimators': 96}",0.1997729682791164,0.2074590795405383,1.0384742306610928,0.09660599514692893,0.30293994141130387,4.0854559139309785,0.0003852926498754128,0.048898573987277996,0.184845326011951,0.6348624996637513,0.1168741559463377,0.6241562516900474,0.6541563291638284,0.1099583008762576,0.6433691756272402,0.5863026281515198,0.5807913244951399,/home/exx/caleb/Modeling_Rec_Memory/exp_2/train_results/exp2_feature_scaling_class_weights/fixation_features/250ms_buff_2sec_window/full_search.csv
pupil_fixation_saccade_microsaccade_features,250ms,2sec,pupil_fixation_saccade_microsaccade_features_250ms_buff_2sec_window,564,randomforest,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': 171}",0.1990427625064204,0.2284677844417973,1.1478326645231713,0.08542840621370598,0.3126571187991348,3.696218811547542,0.000896245223393155,0.053850373220487094,0.1759617847832311,0.630349675517901,0.126146016058522,0.6186365848850914,0.659624946258129,0.1111093171944583,0.6487455197132617,0.5800441452680933,0.5889006183079475,/home/exx/caleb/Modeling_Rec_Memory/exp_2/train_results/exp2_feature_scaling_class_weights/pupil_fixation_saccade_microsaccade_features/250ms_buff_2sec_window/full_search.csv
